,tmp,count,TF,batch
1587,ZBED6_0,15,ZBED6,0
1588,GLI1_0,15,GLI1,0
1589,ZBTB21_0,15,ZBTB21,0
1590,ZFP37_1,15,ZFP37,1
1591,RHOXF1_0,15,RHOXF1,0
1592,AP2B1_0,15,AP2B1,0
1593,MSX1_0,15,MSX1,0
1594,SCX_1,15,SCX,1
1595,KDM5C_1,15,KDM5C,1
1596,ZNF568_0,15,ZNF568,0
1597,ZNF649_0,15,ZNF649,0
1598,ZNF43_0,15,ZNF43,0
1599,IRF1_0,15,IRF1,0
1600,CCNT1_1,15,CCNT1,1
1601,ARGFX_0,15,ARGFX,0
1602,ZNF320_0,15,ZNF320,0
1603,ZNF697_0,15,ZNF697,0
1604,ZFP28_1,15,ZFP28,1
1605,HIC1_1,15,HIC1,1
1606,ZNF141_0,15,ZNF141,0
1607,ZNF556_0,15,ZNF556,0
1608,NKX2-3_0,15,NKX2-3,0
1609,ZNF766_0,15,ZNF766,0
1610,BACH2_0,15,BACH2,0
1611,AFF2_1,15,AFF2,1
1612,SIX3_0,14,SIX3,0
1613,ZBTB33_0,14,ZBTB33,0
1614,ZNF33B_0,14,ZNF33B,0
1615,IKZF2_1,14,IKZF2,1
1616,JARID2_0,14,JARID2,0
1617,GMEB1_0,14,GMEB1,0
1618,NR3C2_0,14,NR3C2,0
1619,ZNF382_0,14,ZNF382,0
1620,FOXJ2_0,14,FOXJ2,0
1621,BNC1_1,14,BNC1,1
1622,ZNF486_1,14,ZNF486,1
1623,ZNF813_1,14,ZNF813,1
1624,BARHL1_0,14,BARHL1,0
1625,ZNF347_1,14,ZNF347,1
1626,KAT7_1,14,KAT7,1
1627,PLK4_0,14,PLK4,0
1628,SALL1_1,14,SALL1,1
1629,FOXI2_0,14,FOXI2,0
1630,HIC1_0,14,HIC1,0
1631,ZNF781_0,14,ZNF781,0
1632,ZNF574_0,14,ZNF574,0
1633,ZNF264_0,14,ZNF264,0
1634,ZNF98_0,14,ZNF98,0
1635,ZFAT_1,14,ZFAT,1
1636,ZNF496_0,14,ZNF496,0
1637,ZNF616_1,14,ZNF616,1
1638,SOX11_0,14,SOX11,0
1639,ZNF337_0,14,ZNF337,0
1640,ZIM3_0,13,ZIM3,0
1641,ZNF800_0,13,ZNF800,0
1642,TAF1B_0,13,TAF1B,0
1643,TAF5_0,13,TAF5,0
1644,PRDM5_1,13,PRDM5,1
1645,SP3_1,13,SP3,1
1646,ZNF30_0,13,ZNF30,0
1647,NKX2-4_0,13,NKX2-4,0
1648,ZSCAN30_1,13,ZSCAN30,1
1649,TFAP2D_0,13,TFAP2D,0
1650,ZNF611_0,13,ZNF611,0
1651,ZNF808_1,13,ZNF808,1
1652,ZNF852_0,13,ZNF852,0
1653,BCL11A_1,13,BCL11A,1
1654,ZKSCAN4_0,13,ZKSCAN4,0
1655,ZNF853_0,13,ZNF853,0
1656,ZNF224_1,13,ZNF224,1
1657,ZNF75D_0,13,ZNF75D,0
1658,ZNF732_1,13,ZNF732,1
1659,NFYC_1,13,NFYC,1
1660,ZNF184_0,13,ZNF184,0
1661,FLII_0,13,FLII,0
1662,ZNF582_0,13,ZNF582,0
1663,ZFY_0,13,ZFY,0
1664,SP100_1,12,SP100,1
1665,TERF2_0,12,TERF2,0
1666,ZNF667_0,12,ZNF667,0
1667,ZNF770_0,12,ZNF770,0
1668,ZNF625_0,12,ZNF625,0
1669,ZNF442_0,12,ZNF442,0
1670,IFI16_0,12,IFI16,0
1671,MYSM1_1,12,MYSM1,1
1672,ZNF527_1,12,ZNF527,1
1673,ZNF227_0,12,ZNF227,0
1674,BBX_1,12,BBX,1
1675,ZNF219_1,12,ZNF219,1
1676,IRF2_0,12,IRF2,0
1677,ZNF567_0,12,ZNF567,0
1678,ZNF682_1,12,ZNF682,1
1679,ZNF439_0,12,ZNF439,0
1680,ZNF549_0,12,ZNF549,0
1681,ZBTB46_1,12,ZBTB46,1
1682,ZNF629_0,12,ZNF629,0
1683,HIF1A_0,12,HIF1A,0
1684,ZNF329_1,12,ZNF329,1
1685,KDM5B_0,12,KDM5B,0
1686,HDAC4_1,12,HDAC4,1
1687,ZHX2_1,12,ZHX2,1
1688,SOX21_0,12,SOX21,0
1689,DMTF1_0,12,DMTF1,0
1690,ZNF467_0,12,ZNF467,0
1691,MXI1_1,12,MXI1,1
1692,CLOCK_0,12,CLOCK,0
1693,PLAG1_0,12,PLAG1,0
1694,SOX4_1,12,SOX4,1
1695,ZNF644_1,12,ZNF644,1
1696,TRIM28_0,12,TRIM28,0
1697,ZNF555_0,12,ZNF555,0
1698,ZNF221_1,12,ZNF221,1
1699,ZNF790_0,11,ZNF790,0
1700,LBX1_0,11,LBX1,0
1701,NEUROD6_0,11,NEUROD6,0
1702,ARX_0,11,ARX,0
1703,NFKB1_0,11,NFKB1,0
1704,ZNF99_1,11,ZNF99,1
1705,GFI1_0,11,GFI1,0
1706,NPAS2_0,11,NPAS2,0
1707,VAX1_1,11,VAX1,1
1708,SOX17_0,11,SOX17,0
1709,UBTF_1,11,UBTF,1
1710,PROX1_1,11,PROX1,1
1711,CAPN15_0,11,CAPN15,0
1712,ZNF878_0,11,ZNF878,0
1713,PLK4_1,11,PLK4,1
1714,BBX_0,11,BBX,0
1715,NKX6-2_0,11,NKX6-2,0
1716,ZNF730_1,11,ZNF730,1
1717,ZNF654_0,11,ZNF654,0
1718,FOXO6_0,11,FOXO6,0
1719,FOXL2_0,11,FOXL2,0
1720,ZNF543_0,11,ZNF543,0
1721,ELF4_0,11,ELF4,0
1722,TBX3_1,11,TBX3,1
1723,ZBTB16_0,11,ZBTB16,0
1724,ZNF440_0,11,ZNF440,0
1725,ZNF454_0,11,ZNF454,0
1726,ZNF181_0,11,ZNF181,0
1727,YEATS4_1,11,YEATS4,1
1728,AATF_0,11,AATF,0
1729,SP3_0,10,SP3,0
1730,STOX1_1,10,STOX1,1
1731,SKI_0,10,SKI,0
1732,EN2_0,10,EN2,0
1733,ETV4_1,10,ETV4,1
1734,ZFAT_0,10,ZFAT,0
1735,INSM2_0,10,INSM2,0
1736,TCEB3_0,10,TCEB3,0
1737,PLAGL2_0,10,PLAGL2,0
1738,TSHZ3_1,10,TSHZ3,1
1739,ZBTB40_0,10,ZBTB40,0
1740,SP7_1,10,SP7,1
1741,ZNF429_1,10,ZNF429,1
1742,CAMTA2_0,10,CAMTA2,0
1743,ZNF430_0,10,ZNF430,0
1744,ZNF564_1,10,ZNF564,1
1745,ZNF778_0,10,ZNF778,0
1746,UBTF_0,10,UBTF,0
1747,EVX1_0,10,EVX1,0
1748,MNT_0,10,MNT,0
1749,ZNF324B_0,10,ZNF324B,0
1750,KLF12_0,10,KLF12,0
1751,FIZ1_0,10,FIZ1,0
1752,ZNF20_0,10,ZNF20,0
1753,ZNF416_0,10,ZNF416,0
1754,ZNF44_1,10,ZNF44,1
1755,STAT4_0,10,STAT4,0
1756,TP53BP2_0,10,TP53BP2,0
1757,ZNF792_0,10,ZNF792,0
1758,ZNF502_1,10,ZNF502,1
1759,ZNF354A_1,10,ZNF354A,1
1760,HMX2_0,10,HMX2,0
1761,ZNF578_1,10,ZNF578,1
1762,ZNF296_0,10,ZNF296,0
1763,HES5_1,10,HES5,1
1764,SP2_1,10,SP2,1
1765,CEBPZ_1,10,CEBPZ,1
1766,FOXK1_0,10,FOXK1,0
1767,ZNF260_0,10,ZNF260,0
1768,ZNF514_0,9,ZNF514,0
1769,E2F7_1,9,E2F7,1
1770,HSF5_1,9,HSF5,1
1771,ZNF614_1,9,ZNF614,1
1772,ZFP69B_0,9,ZFP69B,0
1773,ZNF230_0,9,ZNF230,0
1774,ZNF618_1,9,ZNF618,1
1775,ZNF860_1,9,ZNF860,1
1776,THAP9_0,9,THAP9,0
1777,MTA1_1,9,MTA1,1
1778,DDB1_0,9,DDB1,0
1779,RFX1_1,9,RFX1,1
1780,ZNF32_0,9,ZNF32,0
1781,ZNF526_0,9,ZNF526,0
1782,PSIP1_1,9,PSIP1,1
1783,ZNF491_0,9,ZNF491,0
1784,ZNF585B_1,9,ZNF585B,1
1785,ZNF627_0,9,ZNF627,0
1786,PRDM10_0,9,PRDM10,0
1787,EPAS1_0,9,EPAS1,0
1788,PRDM8_0,9,PRDM8,0
1789,ZNF676_0,9,ZNF676,0
1790,ZSCAN5B_0,9,ZSCAN5B,0
1791,ZBTB48_0,9,ZBTB48,0
1792,ZNF883_0,9,ZNF883,0
1793,ZNF284_0,9,ZNF284,0
1794,ZBTB42_0,9,ZBTB42,0
1795,ZNF558_0,9,ZNF558,0
1796,ZNF668_0,9,ZNF668,0
1797,ZNF737_0,9,ZNF737,0
1798,ZNF280D_1,9,ZNF280D,1
1799,ZNF596_1,9,ZNF596,1
1800,POU2F2_1,8,POU2F2,1
1801,NKX1-2_0,8,NKX1-2,0
1802,RBL1_1,8,RBL1,1
1803,ZBTB17_1,8,ZBTB17,1
1804,PBX3_1,8,PBX3,1
1805,ZNF425_0,8,ZNF425,0
1806,ESX1_0,8,ESX1,0
1807,ZNF735_0,8,ZNF735,0
1808,ZNF35_0,8,ZNF35,0
1809,TRIM24_0,8,TRIM24,0
1810,PES1_1,8,PES1,1
1811,SREBF2_0,8,SREBF2,0
1812,ZFP42_1,8,ZFP42,1
1813,ZNF519_0,8,ZNF519,0
1814,WDHD1_1,8,WDHD1,1
1815,TBX3_0,8,TBX3,0
1816,CEBPB_0,8,CEBPB,0
1817,ZNF736_1,8,ZNF736,1
1818,PPARGC1A_0,8,PPARGC1A,0
1819,ZNF354C_0,8,ZNF354C,0
1820,TBX2_1,8,TBX2,1
1821,ZNF613_1,8,ZNF613,1
1822,PRDM1_1,8,PRDM1,1
1823,ZNF586_1,8,ZNF586,1
1824,NEUROG2_0,8,NEUROG2,0
1825,ZNF483_1,8,ZNF483,1
1826,KDM5D_1,8,KDM5D,1
1827,TLX3_0,7,TLX3,0
1828,ZNF599_1,7,ZNF599,1
1829,HOXA13_0,7,HOXA13,0
1830,NKX3-2_0,7,NKX3-2,0
1831,ZNF678_0,7,ZNF678,0
1832,POU4F1_0,7,POU4F1,0
1833,CCDC169-SOHLH2_0,7,CCDC169-SOHLH2,0
1834,NEUROD2_0,7,NEUROD2,0
1835,ZNF274_1,7,ZNF274,1
1836,FOXC1_0,7,FOXC1,0
1837,ZNF83_0,7,ZNF83,0
1838,ZNF165_1,7,ZNF165,1
1839,ZNF148_0,7,ZNF148,0
1840,ZNF350_0,7,ZNF350,0
1841,ZNF234_1,7,ZNF234,1
1842,SMARCA1_1,7,SMARCA1,1
1843,ZNF846_0,7,ZNF846,0
1844,ZNF658_1,7,ZNF658,1
1845,ZNF182_1,7,ZNF182,1
1846,ZNF225_0,7,ZNF225,0
1847,ZNF716_1,7,ZNF716,1
1848,ZNF679_0,7,ZNF679,0
1849,TCFL5_0,7,TCFL5,0
1850,NPAS4_1,7,NPAS4,1
1851,ZNF606_1,7,ZNF606,1
1852,TCF7L1_0,7,TCF7L1,0
1853,PRDM13_0,7,PRDM13,0
1854,SOX3_0,7,SOX3,0
1855,ZNF334_1,7,ZNF334,1
1856,ZNF570_1,7,ZNF570,1
1857,ZNF714_0,7,ZNF714,0
1858,ZNF555_1,7,ZNF555,1
1859,RERE_1,7,RERE,1
1860,ZNF891_1,7,ZNF891,1
1861,ZNF282_1,7,ZNF282,1
1862,ZBTB47_0,7,ZBTB47,0
1863,NKX6-1_1,7,NKX6-1,1
1864,ZNF681_0,7,ZNF681,0
1865,AHR_1,6,AHR,1
1866,ZNF347_0,6,ZNF347,0
1867,ZNF880_0,6,ZNF880,0
1868,ZXDB_0,6,ZXDB,0
1869,ETV7_1,6,ETV7,1
1870,ZNF16_0,6,ZNF16,0
1871,SATB1_0,6,SATB1,0
1872,ZNF596_0,6,ZNF596,0
1873,NOTCH2_1,6,NOTCH2,1
1874,GTF3C2_0,6,GTF3C2,0
1875,ZNF175_0,6,ZNF175,0
1876,ZNF546_0,6,ZNF546,0
1877,SOX9_0,6,SOX9,0
1878,ZNF234_0,6,ZNF234,0
1879,ELF5_1,6,ELF5,1
1880,PRDM9_0,6,PRDM9,0
1881,THAP12_0,6,THAP12,0
1882,SS18_1,6,SS18,1
1883,ZNF121_0,6,ZNF121,0
1884,STOX2_0,6,STOX2,0
1885,HIC2_0,6,HIC2,0
1886,ZMIZ1_1,6,ZMIZ1,1
1887,NFRKB_0,6,NFRKB,0
1888,BCL11B_1,6,BCL11B,1
1889,ZNF484_0,6,ZNF484,0
1890,PRDM15_0,6,PRDM15,0
1891,ZFP3_0,6,ZFP3,0
1892,ZNF583_0,6,ZNF583,0
1893,ARX_1,6,ARX,1
1894,PROX1_0,6,PROX1,0
1895,ZNF44_0,6,ZNF44,0
1896,ZNF585A_0,6,ZNF585A,0
1897,ZNF510_1,6,ZNF510,1
1898,ZNF366_0,6,ZNF366,0
1899,ZNF433_0,6,ZNF433,0
1900,ZNF592_1,6,ZNF592,1
1901,ZNF708_0,6,ZNF708,0
1902,ZNF486_0,6,ZNF486,0
1903,ZNF354B_1,6,ZNF354B,1
1904,SUZ12_0,6,SUZ12,0
1905,CASZ1_0,6,CASZ1,0
1906,ZKSCAN5_1,6,ZKSCAN5,1
1907,HLX_0,6,HLX,0
1908,HEY1_1,6,HEY1,1
1909,ZNF791_0,6,ZNF791,0
1910,ZNF746_0,6,ZNF746,0
1911,ZNF529_1,6,ZNF529,1
1912,SKP2_1,5,SKP2,1
1913,ZNF432_1,5,ZNF432,1
1914,AFF3_0,5,AFF3,0
1915,ZNF699_0,5,ZNF699,0
1916,PPARGC1A_1,5,PPARGC1A,1
1917,ZNF490_0,5,ZNF490,0
1918,ZNF618_0,5,ZNF618,0
1919,ZNF132_0,5,ZNF132,0
1920,ZFX_0,5,ZFX,0
1921,ZSCAN20_0,5,ZSCAN20,0
1922,ZNF554_0,5,ZNF554,0
1923,ZFP82_0,5,ZFP82,0
1924,ELK3_0,5,ELK3,0
1925,GRHL2_0,5,GRHL2,0
1926,ZNF777_0,5,ZNF777,0
1927,ZNF266_0,5,ZNF266,0
1928,TSHZ2_0,5,TSHZ2,0
1929,ZNF665_0,5,ZNF665,0
1930,ZNF570_0,5,ZNF570,0
1931,ZNF665_1,5,ZNF665,1
1932,ZNF510_0,5,ZNF510,0
1933,FOXC2_0,5,FOXC2,0
1934,MYBBP1A_0,5,MYBBP1A,0
1935,SMARCA1_0,5,SMARCA1,0
1936,GSC_0,5,GSC,0
1937,ZNF235_0,5,ZNF235,0
1938,ZNF471_1,5,ZNF471,1
1939,ZNF879_0,5,ZNF879,0
1940,ZBTB14_0,5,ZBTB14,0
1941,HDX_0,5,HDX,0
1942,ZNF221_0,5,ZNF221,0
1943,ZNF727_1,5,ZNF727,1
1944,ZNF844_1,5,ZNF844,1
1945,ZNF827_1,5,ZNF827,1
1946,ZBTB7C_0,5,ZBTB7C,0
1947,ZNF827_0,5,ZNF827,0
1948,SUPT5H_0,5,SUPT5H,0
1949,SIX4_0,5,SIX4,0
1950,ZNF595_0,5,ZNF595,0
1951,GRHL3_1,5,GRHL3,1
1952,ZNF229_0,5,ZNF229,0
1953,ZNF354B_0,5,ZNF354B,0
1954,ZNF423_0,5,ZNF423,0
1955,MYEF2_0,5,MYEF2,0
1956,ADNP2_1,5,ADNP2,1
1957,AFF2_0,5,AFF2,0
1958,MYBL1_0,5,MYBL1,0
1959,ZNF445_0,5,ZNF445,0
1960,ZNF823_1,5,ZNF823,1
1961,ZNF81_1,5,ZNF81,1
1962,MYT1_1,5,MYT1,1
1963,ZHX2_0,5,ZHX2,0
1964,SREBF1_0,5,SREBF1,0
1965,AHR_0,4,AHR,0
1966,ZNF850_1,4,ZNF850,1
1967,ZNF605_1,4,ZNF605,1
1968,ZNF8_0,4,ZNF8,0
1969,ZNF107_1,4,ZNF107,1
1970,ZBED4_1,4,ZBED4,1
1971,HDAC4_0,4,HDAC4,0
1972,ZNF90_1,4,ZNF90,1
1973,SALL3_0,4,SALL3,0
1974,GMEB2_0,4,GMEB2,0
1975,PPP1R13B_0,4,PPP1R13B,0
1976,ZNF599_0,4,ZNF599,0
1977,ZHX1_0,4,ZHX1,0
1978,ZNF473_1,4,ZNF473,1
1979,ZHX1_1,4,ZHX1,1
1980,MNX1_1,4,MNX1,1
1981,ZNF142_1,4,ZNF142,1
1982,TFDP1_1,4,TFDP1,1
1983,CREB3L3_1,4,CREB3L3,1
1984,TMF1_0,4,TMF1,0
1985,BHLHE22_1,4,BHLHE22,1
1986,NKX1-1_0,4,NKX1-1,0
1987,CDK2_1,4,CDK2,1
1988,ZNF564_0,4,ZNF564,0
1989,ZNF197_1,4,ZNF197,1
1990,PRDM15_1,4,PRDM15,1
1991,ZNF716_0,4,ZNF716,0
1992,ZNF507_0,4,ZNF507,0
1993,AKNA_1,4,AKNA,1
1994,ELF3_1,4,ELF3,1
1995,SNW1_1,4,SNW1,1
1996,ZNF280C_0,4,ZNF280C,0
1997,PAXBP1_0,4,PAXBP1,0
1998,ZNF112_0,4,ZNF112,0
1999,ZNF536_1,4,ZNF536,1
2000,ZNF700_1,4,ZNF700,1
2001,DND1_1,4,DND1,1
2002,ZNF865_1,4,ZNF865,1
2003,VEZF1_0,4,VEZF1,0
2004,AFF4_1,4,AFF4,1
2005,GTF2IRD2B_0,4,GTF2IRD2B,0
2006,SOX4_0,4,SOX4,0
2007,ZNF814_1,4,ZNF814,1
2008,ZNF436_0,4,ZNF436,0
2009,TONSL_1,4,TONSL,1
2010,MTF1_0,4,MTF1,0
2011,ZNF222_1,4,ZNF222,1
2012,ZSCAN32_1,4,ZSCAN32,1
2013,HLTF_0,4,HLTF,0
2014,ZNF224_0,4,ZNF224,0
2015,ABL1_1,4,ABL1,1
2016,ZNF730_0,4,ZNF730,0
2017,PRDM6_1,4,PRDM6,1
2018,TCEB2_1,4,TCEB2,1
2019,ZNF768_1,4,ZNF768,1
2020,ZNF786_0,4,ZNF786,0
2021,ZNF28_1,4,ZNF28,1
2022,CRAMP1_1,4,CRAMP1,1
2023,TBX2_0,4,TBX2,0
2024,SOX7_0,4,SOX7,0
2025,ZFPM1_0,4,ZFPM1,0
2026,ZNF233_1,4,ZNF233,1
2027,GTF2IRD2_1,4,GTF2IRD2,1
2028,RFX1_0,4,RFX1,0
2029,SOX21_1,4,SOX21,1
2030,MEOX1_1,4,MEOX1,1
2031,ZNF28_0,4,ZNF28,0
2032,ZNF217_0,3,ZNF217,0
2033,MYSM1_0,3,MYSM1,0
2034,ATF7_1,3,ATF7,1
2035,ZNF587B_1,3,ZNF587B,1
2036,ERCC6_1,3,ERCC6,1
2037,ZNF251_1,3,ZNF251,1
2038,ZNF281_0,3,ZNF281,0
2039,GTF2IRD1_1,3,GTF2IRD1,1
2040,ZBTB46_0,3,ZBTB46,0
2041,ZNF789_1,3,ZNF789,1
2042,ZNF600_1,3,ZNF600,1
2043,ATF6_1,3,ATF6,1
2044,RB1_1,3,RB1,1
2045,GTF2IRD2B_1,3,GTF2IRD2B,1
2046,AFF4_0,3,AFF4,0
2047,NR1D2_0,3,NR1D2,0
2048,HSFY1_1,3,HSFY1,1
2049,ZNF736_0,3,ZNF736,0
2050,ZNF136_0,3,ZNF136,0
2051,SMARCC1_0,3,SMARCC1,0
2052,UNCX_0,3,UNCX,0
2053,POGZ_0,3,POGZ,0
2054,ZNF334_0,3,ZNF334,0
2055,ARID4B_1,3,ARID4B,1
2056,ZNF470_1,3,ZNF470,1
2057,IRF6_1,3,IRF6,1
2058,ZNF112_1,3,ZNF112,1
2059,NCOA6_1,3,NCOA6,1
2060,SP1_0,3,SP1,0
2061,ZNF616_0,3,ZNF616,0
2062,MEF2C_1,3,MEF2C,1
2063,ZKSCAN7_1,3,ZKSCAN7,1
2064,ZNF41_0,3,ZNF41,0
2065,ZNF286B_0,3,ZNF286B,0
2066,GLIS2_0,3,GLIS2,0
2067,BNC1_0,3,BNC1,0
2068,ZNF606_0,3,ZNF606,0
2069,E2F7_0,3,E2F7,0
2070,ZNF84_0,3,ZNF84,0
2071,ZKSCAN2_0,3,ZKSCAN2,0
2072,ZNF134_0,3,ZNF134,0
2073,ZNF354A_0,3,ZNF354A,0
2074,POGZ_1,3,POGZ,1
2075,ZNF26_0,3,ZNF26,0
2076,ZNF727_0,3,ZNF727,0
2077,NFAT5_1,3,NFAT5,1
2078,PRDM6_0,3,PRDM6,0
2079,ZNF891_0,3,ZNF891,0
2080,MECOM_1,3,MECOM,1
2081,ZNF709_0,3,ZNF709,0
2082,SP2_0,3,SP2,0
2083,RFX6_1,3,RFX6,1
2084,GLI1_1,3,GLI1,1
2085,ZNF311_0,3,ZNF311,0
2086,TCEB1_1,3,TCEB1,1
2087,ZNF518A_0,3,ZNF518A,0
2088,HMGXB3_1,3,HMGXB3,1
2089,ZFP37_0,3,ZFP37,0
2090,ZBTB21_1,3,ZBTB21,1
2091,TTF1_1,3,TTF1,1
2092,ZNF502_0,3,ZNF502,0
2093,ZNF624_0,3,ZNF624,0
2094,ADAR_1,3,ADAR,1
2095,ZNF813_0,3,ZNF813,0
2096,ZNF718_0,3,ZNF718,0
2097,ZNF780B_0,3,ZNF780B,0
2098,BARHL1_1,3,BARHL1,1
2099,TMF1_1,3,TMF1,1
2100,ZNF585B_0,3,ZNF585B,0
2101,ZNF91_1,3,ZNF91,1
2102,GLI2_0,3,GLI2,0
2103,ZNF521_1,3,ZNF521,1
2104,ZNF675_0,3,ZNF675,0
2105,ZNF117_1,3,ZNF117,1
2106,PRDM16_0,3,PRDM16,0
2107,NCOA2_1,3,NCOA2,1
2108,ZNF551_0,3,ZNF551,0
2109,OLIG1_1,2,OLIG1,1
2110,ZNF93_0,2,ZNF93,0
2111,ZNF516_0,2,ZNF516,0
2112,ZNF516_1,2,ZNF516,1
2113,NCOA3_0,2,NCOA3,0
2114,NCOA3_1,2,NCOA3,1
2115,BCLAF1_0,2,BCLAF1,0
2116,ZNF628_0,2,ZNF628,0
2117,NCOR1_1,2,NCOR1,1
2118,WHSC1_1,2,WHSC1,1
2119,ZNF860_0,2,ZNF860,0
2120,ZNF99_0,2,ZNF99,0
2121,ZNF628_1,2,ZNF628,1
2122,MECP2_1,2,MECP2,1
2123,ZNF443_0,2,ZNF443,0
2124,ZNF214_0,2,ZNF214,0
2125,ZNF267_0,2,ZNF267,0
2126,RFX6_0,2,RFX6,0
2127,FOXA1_0,2,FOXA1,0
2128,NEUROD4_1,2,NEUROD4,1
2129,ZNF613_0,2,ZNF613,0
2130,ZNF219_0,2,ZNF219,0
2131,ZSCAN18_1,2,ZSCAN18,1
2132,FOXK2_0,2,FOXK2,0
2133,ZNF165_0,2,ZNF165,0
2134,ZBTB44_1,2,ZBTB44,1
2135,HOXD13_1,2,HOXD13,1
2136,ZNF592_0,2,ZNF592,0
2137,ZNF10_0,2,ZNF10,0
2138,NFXL1_0,2,NFXL1,0
2139,ZNF658_0,2,ZNF658,0
2140,HOPX_1,2,HOPX,1
2141,FUBP1_1,2,FUBP1,1
2142,GZF1_0,2,GZF1,0
2143,SALL1_0,2,SALL1,0
2144,ZNF420_0,2,ZNF420,0
2145,CDK1_1,2,CDK1,1
2146,PARP1_1,2,PARP1,1
2147,KDM5D_0,2,KDM5D,0
2148,ARID5B_0,2,ARID5B,0
2149,KLF2_1,2,KLF2,1
2150,ZBED4_0,2,ZBED4,0
2151,ZKSCAN8_0,2,ZKSCAN8,0
2152,HOXD1_1,2,HOXD1,1
2153,TULP4_1,2,TULP4,1
2154,SOX6_0,2,SOX6,0
2155,ZNF572_0,2,ZNF572,0
2156,ZNF578_0,2,ZNF578,0
2157,ZBTB2_0,2,ZBTB2,0
2158,PPP1R13L_0,2,PPP1R13L,0
2159,ZNF541_1,2,ZNF541,1
2160,ZNF470_0,2,ZNF470,0
2161,ZNF692_1,2,ZNF692,1
2162,HSF5_0,2,HSF5,0
2163,ZNF431_0,2,ZNF431,0
2164,NCOR1_0,1,NCOR1,0
2165,ZNF471_0,1,ZNF471,0
2166,MYRF_0,1,MYRF,0
2167,BCL11B_0,1,BCL11B,0
2168,BCLAF1_1,1,BCLAF1,1
2169,ZNF850_0,1,ZNF850,0
2170,KLF7_1,1,KLF7,1
2171,GLI2_1,1,GLI2,1
2172,ZNF263_0,1,ZNF263,0
2173,ZNF429_0,1,ZNF429,0
2174,ZNF865_0,1,ZNF865,0
2175,TRERF1_0,1,TRERF1,0
2176,SMARCC2_0,1,SMARCC2,0
2177,NR0B1_1,1,NR0B1,1
2178,OSR1_1,1,OSR1,1
2179,SHOX2_1,1,SHOX2,1
2180,ZNF844_0,1,ZNF844,0
2181,CIZ1_1,1,CIZ1,1
2182,ENO1_1,1,ENO1,1
2183,ARID3A_0,1,ARID3A,0
2184,KLF10_1,1,KLF10,1
2185,ZNF528_0,1,ZNF528,0
2186,ZNF581_1,1,ZNF581,1
2187,ZNF808_0,1,ZNF808,0
2188,NEUROG1_1,1,NEUROG1,1
2189,ARID3B_1,1,ARID3B,1
2190,ZNF550_1,1,ZNF550,1
2191,ADNP2_0,1,ADNP2,0
2192,ZNF677_0,1,ZNF677,0
2193,ABL1_0,1,ABL1,0
2194,CRAMP1_0,1,CRAMP1,0
2195,ZNF16_1,1,ZNF16,1
2196,ZNF226_1,1,ZNF226,1
2197,ZKSCAN5_0,1,ZKSCAN5,0
2198,THRA_1,1,THRA,1
2199,ZNF300_0,1,ZNF300,0
2200,ZNF333_1,1,ZNF333,1
2201,RERE_0,1,RERE,0
2202,ZNF485_1,1,ZNF485,1
2203,WDHD1_0,1,WDHD1,0
2204,ZNF541_0,1,ZNF541,0
2205,ZNF614_0,1,ZNF614,0
2206,ZNF600_0,1,ZNF600,0
2207,ZNF732_0,1,ZNF732,0
2208,FXN_1,1,FXN,1
2209,CASZ1_1,1,CASZ1,1
2210,BLZF1_1,1,BLZF1,1
2211,TEAD1_1,1,TEAD1,1
2212,TAF9_1,1,TAF9,1
2213,NFXL1_1,1,NFXL1,1
2214,THAP10_1,1,THAP10,1
2215,ZBTB22_1,1,ZBTB22,1
2216,MECOM_0,1,MECOM,0
2217,JUND_1,1,JUND,1
2218,ZNF713_1,1,ZNF713,1
2219,PARP1_0,1,PARP1,0
2220,SALL3_1,1,SALL3,1
2221,ZNF12_0,1,ZNF12,0
2222,ZNF688_1,1,ZNF688,1
2223,ATF6_0,1,ATF6,0
2224,RB1_0,1,RB1,0
2225,ZFPM1_1,1,ZFPM1,1
2226,ZNF687_0,1,ZNF687,0
2227,E2F8_0,1,E2F8,0
2228,ESR2_1,1,ESR2,1
2229,ZNF182_0,1,ZNF182,0
2230,ZNF488_1,1,ZNF488,1
2231,EWSR1_1,1,EWSR1,1
2232,ZHX3_0,1,ZHX3,0
2233,FOXP1_1,1,FOXP1,1
2234,BATF2_1,1,BATF2,1
2235,TBR1_0,1,TBR1,0
2236,NFKBIL1_1,1,NFKBIL1,1
