,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104
NKX2-2,-0.0017870967,-0.00011393957,8.888405e-05,-2.0524609e-05,8.123038e-05,-0.0001291274,-5.248014e-05,-0.0019895802,-8.359802e-05,-9.0605354e-05,-7.825348e-05,-0.00011448412,0.0009840552,-7.925307e-05,2.8608156e-05,4.724806e-05,-7.5682847e-06,4.3920507e-05,0.000108848675,-2.3917584e-05,9.972271e-05,-4.5844194e-05,-1.1573016e-05,-0.0003184856,-2.3038394e-05,3.1591342e-05,-4.1886335e-05,-4.778296e-05,2.6076066e-05,-5.424612e-05,-3.372729e-05,1.8882229e-05,0.00015316822,5.2955376e-05,5.441995e-05,-7.4804935e-05,6.660798e-05,3.8991813e-05,5.544347e-05,-2.4435343e-05,2.6040236e-05,-2.910256e-05,1.9264468e-07,-0.00019982725,-2.6208747e-05,-1.1802609e-05,0.00035533198,-2.1542599e-05,-2.6983385e-05,-2.5846834e-05,-4.327765e-05,-2.4218398e-05,1.5708552e-05,0.00016276275,5.0114264e-05,5.1514733e-05,-0.00011520052,6.374848e-05,3.9569753e-05,4.4758643e-05,0.00011754674,8.478544e-05,-2.7785438e-05,2.8993132e-05,6.8826186e-05,-5.5023782e-05,7.242076e-05,9.6533695e-05,1.9747642e-05,-2.9528075e-05,0.00014751361,-1.7722483e-05,-1.30963035e-05,-0.0004344509,-4.9350315e-06,2.9279283e-05,-1.6025331e-05,-0.00024402988,-0.00016037823,-7.1227456e-05,9.0201254e-05,-0.0001591724,0.00026840274,-0.00016459345,-4.31353e-05,-5.3542328e-05,9.744881e-05,-6.5546425e-05,-4.0604737e-05,-4.7629575e-05,-3.1271582e-05,-5.1132043e-05,-4.143358e-05,-8.120195e-06,-4.7891062e-05,2.1720904e-05,8.140991e-05,6.82236e-05,0.0001212079,-4.804231e-05,-2.2819928e-05,-6.275661e-05,-0.00011810346,-4.0167564e-05,-3.4272925e-05
NKX2-8,-0.002086026,-0.00015689353,5.8461924e-06,8.878787e-05,-4.827048e-07,4.6530706e-05,-0.00012719411,-0.0035417024,-2.0808225e-06,-4.8853253e-05,0.00035344574,-1.0982485e-05,0.0015638925,4.260158e-06,-4.151279e-05,1.831005e-05,-3.9288178e-05,9.3328845e-06,0.00013518374,5.945548e-05,9.8557655e-05,-1.2612676e-05,-4.27648e-05,3.1299e-05,-5.24815e-05,0.00025169904,-1.1987442e-05,0.00020162931,-0.00016307492,0.00019488837,-6.976361e-05,7.5936194e-05,-0.00032594075,-0.00019957258,-9.988302e-05,-0.00019038696,-0.00019437385,0.00018126787,-0.00019610135,0.00018561083,-0.00016527867,-4.38838e-05,-0.00010054004,0.0002440122,0.00016612487,8.657642e-05,0.00017524103,0.00016527841,-0.00030843166,0.00017066827,0.00020562144,-5.827782e-05,8.0790094e-05,-0.00033205078,-0.00020315552,-0.00011311701,-0.00019364725,-0.00017090297,0.00019945616,-0.00020513317,0.00014664009,9.598588e-05,5.4368873e-05,6.290676e-05,7.573748e-05,6.338675e-05,4.3495063e-05,0.00027204424,5.5764536e-05,9.066892e-05,-5.6851393e-05,-7.9097226e-05,-4.6822475e-05,-7.2535186e-05,-9.499715e-05,0.00028310242,-8.15245e-05,-0.00040340083,0.0003308169,0.00024595438,0.00016158048,0.00036271056,0.0005701919,0.00032757208,0.00020657013,0.000108246226,0.00019300262,0.00019262209,-0.00019129046,0.0002037511,8.963138e-05,0.00012592557,0.00011400378,-6.027434e-05,0.00010237804,0.00032866292,0.00020385251,-0.00024270924,0.00019346185,0.00021695839,-0.00017280233,0.00019691966,-0.00024351924,-0.00020402446,0.0002059674
NLGN1,-0.0033773999,-2.139207e-05,-0.0013299473,0.0011980189,-0.0013243791,0.0015808798,-0.0005408588,0.008527187,0.0013330656,0.0008809067,0.0011332335,0.0014796956,0.00048213504,0.0013310707,-4.569228e-05,6.9329844e-06,-0.00011859569,1.6934908e-05,0.0009935006,0.00016109883,0.00028645943,-1.3442753e-05,3.2254015e-06,0.00043208635,-3.896955e-05,0.0011603661,-1.6033928e-05,-3.6283458e-05,4.5772387e-05,-4.2512274e-05,-4.395962e-05,-1.647018e-05,-0.0006151848,4.0645584e-05,3.389371e-05,0.00023256868,4.296201e-05,5.2165808e-05,4.3745284e-05,6.065209e-05,4.107236e-05,-0.00056564127,-8.0616446e-05,0.00037576142,-4.17766e-05,-6.4692664e-05,-0.00041624586,-3.6193265e-05,-0.0007884625,-3.7273705e-05,-3.4407258e-05,1.4904219e-05,-1.1234421e-05,-0.0005930467,4.1049017e-05,3.6069596e-05,0.00026686466,4.4964316e-05,0.00013252867,3.7326576e-05,-0.011327693,0.0008097201,0.0015461275,1.40286e-05,0.00028395557,-0.002208825,3.5037046e-05,-0.0036828462,-1.8823468e-05,0.00015350543,-4.430322e-05,1.2801654e-05,3.6082398e-05,0.0004258231,9.633405e-06,0.0010186082,7.699815e-06,0.02465482,0.0006053948,0.00045297726,-0.0009029774,0.0006505156,-0.024017757,0.0005921715,-3.2539047e-05,-3.5028803e-05,-0.00025828384,-4.1655167e-05,-0.000103727034,-4.0421182e-05,-3.7539796e-06,-2.6854008e-05,-3.132337e-05,0.0002622292,-4.1921492e-05,-0.013971085,-0.00018863838,0.008392762,-0.00025925026,-9.4696115e-06,-8.961319e-05,-4.3598928e-05,0.007430011,-0.0001470464,-2.5317544e-05
NLGN4X,0.005828414,-0.00031840548,-0.0005619482,0.0006857486,-0.00058292673,0.0023162425,-0.00048572398,0.023541126,0.00057731476,0.000292644,0.00043095156,0.0006089466,-0.008297925,0.0005898241,-3.2393793e-06,9.327063e-05,-8.2891645e-05,9.000103e-05,0.00032539538,5.263254e-05,0.0009606332,-9.219946e-05,-0.000110804016,0.0007672547,-0.00013820035,0.0012024824,-6.892746e-05,-0.00012783872,0.00014627178,-0.00017969192,0.0003426934,-1.9104496e-05,-0.000277636,0.00015866912,0.00019252732,-0.00021115296,0.00023429925,-0.0006367224,0.00019382063,-7.9431695e-05,0.00016911242,-0.000594019,4.0113077e-06,-0.0003303428,-0.00015159737,-0.00014646914,-0.00032366172,-0.00017757427,-0.00028782984,-0.00015930305,-0.00014711154,0.00038026526,-2.1382593e-05,-0.00021729495,0.00017034118,0.00019206814,-0.00015658456,0.00025442647,-0.00055785314,0.00016433255,-0.012768896,0.0004930699,7.422617e-05,-0.0003662416,-0.00011808771,-0.0018644022,-0.00038506527,-0.005241984,-0.00038993868,2.1142287e-05,0.0006730758,1.9427209e-05,1.0542636e-05,0.00057988655,2.6867516e-05,0.0008442652,2.0087022e-05,0.023884403,0.00023906426,0.00042574696,-0.0016594555,0.00027675673,-0.023028284,0.00020993415,-0.00013060952,-0.00019054349,0.00017844168,-0.00022707561,0.00059052696,-0.00017180678,-3.803583e-05,0.0003232403,-0.0001661683,0.0007140902,-0.00020708895,-0.015091762,0.00016338464,0.007167963,0.00014530588,-0.00013854714,0.0005730486,-0.00024696457,0.008930082,0.000537111,-0.00013140404
NLGN4Y,-0.0034758248,0.00064185367,-0.0010442234,0.0005325331,-0.0009924872,0.0002681823,0.00010527638,0.0066881473,0.0010074225,0.0008647661,0.0001223691,0.0011195628,0.0005066169,0.0009845257,-0.00012710835,-8.3475934e-05,-6.032338e-05,-7.139663e-05,-2.4055858e-05,0.00010834226,0.0011202628,7.601761e-05,6.763943e-05,-5.1774106e-05,4.547191e-05,0.00027402787,6.950601e-05,0.00020232912,-0.00014877308,0.00021733934,-0.0014926173,7.0598035e-05,0.00046297922,-0.00021402094,-0.0001916127,0.001326803,-0.0002465494,0.0017199806,-0.00021974155,0.00013662351,-0.0001721768,0.0013541423,-0.0001469435,-0.0011276833,0.00015784374,0.00012278084,-0.0011492685,0.00018666706,-0.0017206135,0.00016316665,0.00019868223,-0.0015003216,4.405532e-05,0.0005305703,-0.00021005387,-0.00018435485,0.0013217503,-0.00025199354,0.0017502748,-0.00020216941,-0.010797934,-0.0005777118,0.002264657,0.0015083712,0.0009945392,-0.0067634573,0.001643619,-0.003509732,0.0015097052,6.874865e-05,0.0011085655,-5.7888286e-05,-3.200041e-05,0.00051349995,-0.00018393049,0.0009459823,-5.466466e-05,0.024276366,-0.00050730776,-3.761567e-05,-0.0011222964,-0.00057397864,-0.0209845,-0.00054523785,0.0001897272,0.00018722443,-0.0013275072,0.00023800711,-0.001743233,0.00020474699,0.00011424035,-0.00085664564,0.00018823509,-0.0010589407,0.0001887169,-0.013951977,-0.001359697,0.007288068,-0.0013198514,0.00020808358,-0.0018143095,0.00024373922,0.005006952,-0.0017568612,0.0001832159
NLRP13,-0.0031359536,0.00035813273,0.00032824377,-0.0005319928,0.0003566365,-0.0002913962,0.00044353862,-0.004415994,-0.00034966687,-0.00013038357,0.00081241404,-0.00037651917,0.0017543046,-0.0003588961,-3.2711e-06,-1.6560307e-05,-2.5018713e-05,-1.0928503e-05,-0.0003152661,4.0942796e-05,0.00010032528,1.456746e-05,5.1314622e-05,-0.00047496622,6.148064e-05,0.00017104785,9.100736e-06,0.00018573849,-0.00018894917,0.00020808548,-0.000667834,7.498055e-05,0.00048791617,-0.00020121162,-0.00013634516,0.000380598,-0.00021778973,-0.00075946335,-0.00020940561,0.00018920207,-0.00018855833,0.0008405694,-0.000101013866,-0.0004962752,0.00019259045,0.00010826881,-8.128983e-05,0.00019314776,0.0005775508,0.00018835996,0.00019969253,-0.00070397486,8.87661e-05,0.00049856777,-0.00020628759,-0.00013695218,0.00036662596,-0.00022079212,-0.0007582523,-0.0002082081,4.314044e-05,-0.0005470509,-0.00015931138,0.0006921911,0.0003573079,0.00012581144,0.00074557273,-5.2742485e-05,0.00071010937,5.857931e-05,0.00026804497,-8.341459e-05,-2.3848368e-05,-0.00022520777,-3.7845944e-05,-0.00015071487,-8.284969e-05,-0.0005463326,-0.00049275556,-0.00030427965,0.00046198646,-0.00055399316,0.00021955147,-0.0005050407,0.00017696033,0.00013562292,-0.0003600869,0.00022071575,0.0007528577,0.00020664957,6.813015e-05,-0.00040797523,0.00014191621,0.00054953643,0.0001397896,0.0009100065,-0.00051724,-0.001081262,-0.0003951788,0.0002205112,0.0008543381,0.00022062399,-0.00029446217,0.00077135704,0.00019879015
NLRP8,0.00047371784,-3.8728598e-05,0.00062018365,-0.0005150593,0.00061869365,-0.0002729529,0.00021129714,0.0015428056,-0.0006224389,-0.00041525505,-0.0002294331,-0.0006627726,-0.0011957771,-0.0006169615,-2.7162374e-05,-2.2736489e-05,9.555449e-05,-3.2022e-05,0.00018417902,-0.00010431925,-0.00074434496,2.8064078e-05,-4.5447872e-05,-5.399623e-05,-2.296492e-05,0.0001984537,4.027517e-05,-0.00014009973,0.00016609552,-0.00015911933,0.00023161531,-5.6752313e-05,0.00077464094,0.00015309296,9.138256e-05,-9.8683515e-05,0.00016587005,-0.00060569076,0.00016195104,-0.00021699928,0.0001660229,-0.00034122492,0.00013499176,-0.00022586511,-0.00017089772,-5.269664e-05,7.329577e-05,-0.00015667184,0.00039410574,-0.00017128928,-0.00015513385,0.00024704981,-8.81818e-05,0.00072615565,0.00015967939,9.13481e-05,-9.8865814e-05,0.00016343626,-0.00058895093,0.00015984889,-0.00043063422,0.00026130214,-0.00035250306,-0.00024238278,-0.0001123881,0.00040935565,-0.0002760895,-0.00013400131,-0.00024996797,-0.00011293436,-0.00031630282,6.993752e-05,-6.4811325e-06,-8.891414e-06,-3.158965e-05,-6.235926e-05,7.761779e-05,0.00029083987,-0.00074430177,-0.00070749025,0.00018584434,-0.0008488952,-0.0007365217,-0.0007201814,-0.000143681,-9.211997e-05,0.00010392671,-0.00017095098,0.00059863075,-0.00015902631,-4.096288e-05,0.00010054816,-9.249314e-05,0.00044607645,-8.5997344e-05,-0.0010415616,0.00013366772,0.0003980875,9.2671355e-05,-0.0001737149,0.00064643065,-0.00016684544,2.5762112e-05,0.0005849644,-0.00015002502
NMNAT2,-0.0026732443,-0.000490041,0.00019046223,0.00012671424,0.00015984377,0.00051435275,-0.0003244331,0.0045490363,-0.00017318009,-0.00024704466,0.0009117373,-0.00019810257,0.0022983975,-0.00015427382,6.0008533e-05,3.6982845e-05,9.234972e-05,2.1774214e-05,0.00029467873,-0.00012051807,-0.00029468484,-2.793034e-05,-7.4065625e-05,0.00049970305,-3.3513494e-05,-0.00013081507,-1.3009716e-05,-0.00058746,0.0005669928,-0.00063940504,-0.0005384676,-0.00024318341,2.1092705e-05,0.0006258494,0.00043538905,0.0019856025,0.00067362556,3.4552068e-05,0.0006462296,-0.00053726014,0.000594245,0.00026979946,0.0003224351,0.00013916282,-0.00058466196,-0.00035513446,-0.0020575789,-0.0006118553,1.46491775e-05,-0.00059192994,-0.0006112527,-0.00052015967,-0.0002630069,6.7261435e-06,0.00063717156,0.00043580373,0.0020215055,0.000689474,3.2412336e-05,0.000625942,-0.004832444,7.6214434e-05,0.0038296003,0.00053363264,0.00042505248,-0.004268058,0.0005874321,-0.0012485943,0.00051639427,-0.00016184528,-0.00021667844,0.0002548247,0.000125008,0.0012306198,0.00026850303,-6.107564e-05,0.00026322884,0.012737398,-1.4826012e-05,-4.6971283e-05,-0.0029076398,1.7807566e-05,-0.010373874,-3.3436038e-06,-0.00060185563,-0.00043758468,-0.0020192405,-0.00068097265,-3.308575e-05,-0.00063545187,-0.00024572512,-0.001150863,-0.00044175098,-3.785295e-05,-0.0004398208,-0.0064405836,-0.0020819227,0.0030156055,-0.0020222496,-0.00060405734,-2.93498e-05,-0.0006835926,0.0024637245,-3.268062e-05,-0.0005844554
NNAT,-0.01662342,-4.8107366e-05,0.0007438153,-0.000642529,0.00073895365,-5.2335603e-05,0.0002697171,-0.03153977,-0.00074918865,-0.00049419387,0.00048059382,-0.0008080558,0.016131287,-0.00074225926,-1.8091052e-05,-7.043402e-05,1.343635e-05,-6.402621e-05,-0.00050071685,1.563066e-05,-1.0249246e-05,6.7351866e-05,6.1791754e-05,-0.00060257106,7.4947275e-05,4.529346e-05,5.9913433e-05,-4.9809587e-05,0.00010532903,-6.616596e-05,-0.0003957098,-0.00010372587,0.00012743555,6.078536e-05,3.3039843e-05,-0.00074579415,8.2061015e-05,0.0007487979,6.985327e-05,-9.435464e-05,0.000118629825,0.00071326713,6.457623e-05,-0.00015198975,-0.00011201649,-7.8074445e-05,0.0011049188,-0.00012197031,-0.00071661954,-0.00011379935,-6.2132014e-05,-0.00043286584,-9.290607e-05,0.000120371515,6.5322136e-05,3.707735e-05,-0.00079772336,9.29628e-05,0.0007623888,6.517377e-05,0.0040460317,-0.0006004942,0.0003332034,0.00042345832,0.00015264527,0.0011635215,0.00048583688,0.00085836457,0.00044109044,-2.959448e-05,8.425441e-05,9.970851e-05,7.406232e-05,-0.0008497192,0.00011627877,0.00032409205,9.599957e-05,-0.0094657615,-0.00012591486,-7.9326805e-05,-0.00030561857,-0.00015528729,0.008740685,-0.00012163479,-5.622472e-05,-3.5344903e-05,0.00078169955,-8.387505e-05,-0.00075963605,-6.51325e-05,-1.00835205e-05,0.00033287963,-3.584744e-05,-0.0005080409,-4.0470222e-05,0.0076390104,0.0008453185,-0.0052049193,0.00080704835,-7.4620984e-05,-0.00085474807,-9.014791e-05,-0.0047938908,-0.00076468085,-6.142619e-05
NOS1AP,-0.005969076,-0.00065117626,-0.00092134264,0.0012606287,-0.0009745823,0.0029553117,-0.00092269323,-0.0008554047,0.0009591389,0.0004509101,0.0007313394,0.0010476022,0.0035754507,0.0009850425,5.2581847e-05,5.4971697e-05,-8.5997235e-05,5.9344835e-05,-0.00012031327,0.00014908239,-0.00039912254,-5.732611e-05,-5.3438456e-05,-0.00014518134,-6.309263e-05,0.0009305086,-6.478281e-05,0.00021299234,-0.00019514676,0.00018891573,-0.00021205434,9.643527e-05,-0.001759014,-0.0001979397,-6.94469e-05,-0.00016568115,-0.00016187385,-0.0004534218,-0.00018121111,0.00032203418,-0.00018443845,0.00026725102,-0.0001444207,0.0018536368,0.00019480904,8.0762824e-05,0.00027534438,0.00019383717,-0.00022007017,0.000197619,0.00022851683,-0.00022089429,0.000120051634,-0.0017877896,-0.00020795941,-7.459064e-05,-0.00018007142,-0.00015677777,-0.00039262974,-0.00021922901,-0.0058364607,-0.00018421438,0.0012153229,0.00021861213,0.00010709989,-0.003616611,0.00023283005,-0.0013440448,0.00022224603,0.0002348137,-0.0010374362,-0.00010485565,-5.962038e-05,-0.0002162766,-8.9564186e-05,0.00060976186,-0.000111965426,0.017132932,0.0017901886,0.001098857,-0.0012278954,0.0019903865,-0.015500036,0.0017951683,0.00023157995,7.4275165e-05,0.00017707962,0.00017215485,0.0004174582,0.000213509,7.748553e-05,7.701777e-05,8.231178e-05,0.00050477777,6.624764e-05,-0.008717513,0.00021554729,0.0033831885,0.00018534591,0.00024948377,0.00038174185,0.00016608385,0.004263011,0.00037721128,0.00024676943
NOS3,-0.005040363,0.0001265892,0.00055590423,-0.00057817524,0.0005705761,-0.0009622693,0.00033359719,-0.006478711,-0.00056598545,-0.00033302535,2.5949346e-05,-0.00060280727,0.0030489848,-0.0005749935,2.8145689e-05,-1.680554e-05,7.575389e-05,-2.280175e-05,0.0005088624,-2.9317307e-05,0.00028309965,1.9761786e-05,-2.8345376e-05,-0.00016904138,1.1928794e-05,0.0003797629,1.9380495e-05,-0.0002109493,0.00019705159,-0.00021879937,-9.615269e-05,-2.7383814e-05,0.00069168484,0.0002181301,0.00012047603,-0.00066915876,0.00021995603,0.0003184645,0.00021732482,-0.00022359974,0.00018870462,-0.00029437276,0.00012025672,-0.0007933025,-0.00019754356,-9.142374e-05,0.0007700049,-0.00020815097,-0.00045101205,-0.00019008432,-0.00022077419,-5.609372e-05,-7.595882e-05,0.00071455084,0.00022204117,0.0001228647,-0.00069280906,0.00022253203,0.0003358091,0.00022257179,-0.00022462555,0.00043090156,-4.420598e-05,7.538395e-05,0.00017000757,-0.0019243163,2.8185908e-05,-0.0014208074,4.2106116e-05,-7.245143e-05,0.0005271638,5.4205637e-05,-1.6128219e-05,-0.00044931998,1.7166722e-05,0.00041366127,6.558131e-05,-0.0004693611,-0.00070966023,-0.00037281404,0.00026147577,-0.0007291471,-0.00020991782,-0.00071686594,-0.00021501303,-0.00012379394,0.00067796174,-0.00022512602,-0.00033527752,-0.0002219635,-7.169351e-05,0.0004132784,-0.00013125317,-0.00010318966,-0.00011676701,0.0013093412,0.0007778428,9.812923e-05,0.00071085355,-0.0002184169,-0.00030157052,-0.00022387903,0.00011751151,-0.000333148,-0.00021959553
NOVA1,-0.0075004343,6.5428045e-05,-0.00058092416,0.00047325654,-0.00058852154,0.0010541645,-0.00019267102,-0.0053479946,0.000587734,0.00040363416,0.0009590791,0.0006271228,0.004127967,0.00059043505,8.136246e-05,2.3735007e-05,0.00011514257,8.8443985e-06,-0.00055912434,-0.000121998324,0.0002246479,-1.4271215e-05,-7.281537e-05,-0.0007286803,-1.0853015e-05,-0.0010879625,-2.611643e-06,-3.7562825e-07,2.712899e-05,-1.8976858e-05,-0.00089057826,-5.3811536e-06,-0.00032829292,1.11926865e-05,4.748993e-05,-0.00016270127,3.6549358e-05,0.0007604273,2.6252395e-05,-9.2415765e-05,4.4262913e-05,0.0011296421,0.00012888227,0.00021650069,-3.511205e-05,-2.6257126e-06,0.00062290265,-4.4101358e-05,-9.992664e-05,-4.433406e-05,-9.6907615e-06,-0.0009249366,-1.651993e-05,-0.0003341806,1.629985e-05,4.1522286e-05,-0.00021281223,4.5996647e-05,0.00072072103,1.564961e-05,-0.005023032,-0.0008311812,0.0033499638,0.000917959,0.00042903863,-0.005149267,0.0009453025,-0.0020537563,0.0009339961,-9.47102e-05,1.4304355e-05,1.2629977e-05,-3.8875798e-05,-0.00069613784,2.5786841e-05,-0.0005486841,2.001784e-05,0.015240396,0.00033210576,0.00030184299,-0.0016772404,0.00041279395,-0.010504263,0.00034252045,-4.7746653e-06,-4.29282e-05,0.00019565731,-3.5507812e-05,-0.0007336608,-1.8303333e-05,1.3681256e-06,-8.4917716e-05,-2.8587383e-05,-0.0008073393,-4.827739e-05,-0.0070912223,0.0002033678,0.0027338467,0.00022141967,-2.1797175e-06,-0.0008355261,-4.3756652e-05,0.0033051122,-0.0007278029,-9.006371e-06
NPAS3,-0.009001657,-0.00052022986,0.000400899,-4.2590087e-05,0.000371816,-0.0022333716,-0.00025840488,-0.014491529,-0.00038523818,-0.00043466783,0.0007072333,-0.00048283022,0.006226241,-0.00037049918,-7.903631e-06,-8.4092026e-05,4.2453503e-05,-7.9074634e-05,9.212567e-05,2.7131404e-05,-0.00069688354,8.074557e-05,8.4841864e-05,0.0009739889,0.00010969692,0.00073153473,6.837962e-05,-7.162638e-05,0.000132843,-0.00010022558,-0.0023405761,-0.00014297494,0.0013001246,9.071557e-05,6.9360874e-05,-0.0003500963,0.00013224522,0.00065579143,0.000109078246,-9.206568e-05,0.00016113784,0.0020072006,0.00010455321,-0.00061665743,-0.00014828853,-0.0001059726,-6.943134e-05,-0.00017259698,-0.0009780042,-0.0001540236,-8.2607825e-05,-0.002351332,-0.000122039244,0.0012396425,9.325682e-05,7.4027404e-05,-0.0003181479,0.00014502964,0.0007031315,9.114973e-05,-0.00261314,-0.0008452949,0.0013295772,0.0023572084,0.0015529311,-0.002808528,0.002474285,-0.0012580435,0.002356189,2.2399048e-05,-9.538523e-05,0.00013515442,9.568801e-05,0.00054512266,0.00014832367,0.00082092447,0.00012967821,0.009689462,-0.0012751962,-0.00097462285,0.0010097133,-0.0012187575,-0.009491264,-0.0012198591,-7.2708215e-05,-7.2585826e-05,0.00032509246,-0.00013405606,-0.00068781286,-9.169028e-05,-2.903784e-05,0.0005794319,-7.5794014e-05,-0.00027444845,-7.489011e-05,-0.0032393935,0.00057172554,0.0018349659,0.00033846,-9.462104e-05,-0.000747494,-0.00014175335,0.002684426,-0.0007128578,-7.028475e-05
NPFFR2,-0.0016836347,-0.00028437204,0.0009113018,-0.00067543756,0.00090745534,0.0006519373,0.00016765934,0.0020699182,-0.0009141717,-0.0006648829,0.00043106507,-0.000991252,0.002467924,-0.0009024456,1.6164568e-05,-1.00829875e-05,7.357883e-05,-1.9386438e-05,0.00031272514,-8.295236e-05,-4.7055422e-05,1.3613056e-05,-4.004393e-05,0.000166933,-4.9416117e-06,0.0001122203,2.785744e-05,-0.00070955325,0.00070067187,-0.00074734626,0.0003704391,-0.00034678652,0.0004637425,0.0007356098,0.0005155208,0.00035766905,0.0008218067,0.00046090718,0.00075440004,-0.00068865094,0.0007358061,-0.00050551764,0.00037251067,-0.00055342296,-0.00072113145,-0.00047417777,-0.00041792184,-0.0007865092,-0.00050060055,-0.00073144975,-0.00074617227,0.00039343422,-0.00035451047,0.00049198384,0.00075416156,0.000518975,0.0003709442,0.0008562641,0.0004763495,0.00075259473,-0.004204286,0.0004189937,0.001888945,-0.00038443567,-0.00012857038,-0.0034303924,-0.00032323998,0.00040340293,-0.00039785416,-0.00020800749,0.00029039153,0.00035330965,0.00021069484,0.00028886626,0.00041903686,0.00027803253,0.00035808457,0.00903196,-0.0004845519,-0.0002752838,-0.000932876,-0.0006119692,-0.007372759,-0.0004996029,-0.0007364252,-0.0005168928,-0.00036812553,-0.00083461124,-0.0004739836,-0.0007543689,-0.00027639352,-0.00018706528,-0.0005296219,-0.0002839226,-0.0005380093,-0.006596605,-0.00036725446,0.0038,-0.00037106808,-0.00081186905,-0.000505964,-0.000846829,0.00044752957,-0.00048134595,-0.00073967676
NPHP3-AS1,0.00022935901,0.00021865568,0.0007895846,-0.00084172486,0.0008098153,0.000111509355,0.00049240957,-0.0006502164,-0.00080617523,-0.00049107376,0.00074597157,-0.0008999195,0.0015120992,-0.0008153706,-5.439508e-05,-4.376778e-06,-6.250204e-05,4.6326604e-06,-0.0005621426,4.947756e-05,0.00048514368,-2.558444e-07,4.0916097e-05,-0.00097533833,1.1686967e-05,-0.00078479276,-9.96907e-06,-0.00015976743,9.888393e-05,-0.00010573392,0.00034706903,-6.2985346e-05,0.00020304933,0.00012471467,4.550433e-05,0.00055497896,8.9624744e-05,0.0005954574,0.000100500714,-0.00012891373,8.960629e-05,4.4006403e-05,-5.859139e-06,-0.0005647612,-9.861495e-05,-8.2547485e-05,0.00014498574,-0.00010079963,-6.3938285e-05,-9.344611e-05,-0.00016435319,0.00030791748,-4.3989305e-05,0.00024503015,0.00012398635,5.086922e-05,0.0004871174,9.4823175e-05,0.00055247464,0.0001534754,-0.0015167262,-0.00032855352,0.0008541798,-0.00032438134,-0.00037733596,0.00082648307,-0.00035386631,-0.00036138814,-0.0002983459,-7.215085e-05,0.0005493207,5.266014e-05,6.7335954e-05,-0.00060590095,9.256128e-05,-0.00042313844,4.556274e-05,0.002232894,-0.00022994631,-2.7094873e-05,0.0011529798,-0.00030897392,-0.0032336756,-0.00025691983,-0.00017494998,-4.85892e-05,-0.0005161793,-9.3760274e-05,-0.0005672586,-0.0001341169,-7.454971e-05,-0.00062882726,-5.9365502e-05,-0.000615008,-5.3025728e-05,-0.0023783534,-0.0006152946,0.0009093137,-0.00047407325,-0.00018845135,-0.0006757315,-9.594678e-05,0.0004967769,-0.00054405694,-0.00020736807
NPHP4,-0.004982588,-0.00021206206,0.000115719515,1.2190697e-05,9.880736e-05,0.00014242782,-0.000116675415,-0.0029491903,-0.00010598115,-0.00013004878,0.0021827903,-0.00015056487,0.0036773793,-9.635814e-05,-1.0763441e-05,-1.941326e-05,-2.737481e-05,-1.0104782e-05,-0.0007176817,3.6570622e-05,0.0004563242,1.4567084e-05,6.276799e-05,-0.00015697884,5.3233707e-05,-0.00050807465,2.5231366e-06,-5.84361e-05,0.00010039239,-9.333631e-05,-1.9018533e-05,-0.000117998636,0.00066657824,8.4433224e-05,8.87707e-05,0.00019886444,0.0001195271,0.0016994813,0.00010062981,-3.341676e-05,0.000121500365,0.00030686148,5.0891747e-05,-0.0007418009,-0.00010971119,-0.0001107198,-0.00011593123,-0.00012998658,-0.0010832108,-0.00010875376,-5.756293e-05,-5.922561e-05,-7.2704104e-05,0.0006766767,8.145871e-05,8.7498935e-05,0.00019377159,0.00013051755,0.0016585293,6.6903885e-05,-0.004646787,-0.000520391,0.0014068553,4.7792626e-05,-0.00020311588,0.00030209942,-3.694495e-05,-0.0026207638,4.4920704e-05,1.8453597e-05,0.0005729897,9.971111e-05,9.951355e-05,-3.80091e-05,0.00016929228,0.00015964049,8.869624e-05,0.009621188,-0.0006807196,-0.00029170167,0.0008318108,-0.0005842628,-0.008214702,-0.0006715189,-5.0098206e-05,-8.775757e-05,-0.0001966276,-0.00011573715,-0.0016808608,-7.68245e-05,-1.5171362e-05,-0.00018226366,-7.510951e-05,-0.0012598037,-9.373618e-05,-0.0061723622,-0.00023153097,0.0033242253,-0.00019597636,-3.6963505e-05,-0.0017185498,-0.00012258369,0.0023462179,-0.0016448251,-3.6266232e-05
