,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
LOC105371506,0.00092063105,0.0010189102,-5.9284463e-05,-0.001710462,-0.00032738037,-0.00090221287,0.0003950187,0.0021111122,0.0007775675,-0.0008129679,0.0010504212,-0.0016966796,6.485389e-05,-0.00037862427,0.00015247334,0.0010543887,-0.0025905469,1.6937907e-05,-7.900809e-05,-0.00010557476,-0.0012365492,-0.00067371514,0.0008347285,0.00012445929,-0.002582897,0.0012918181,-0.0011993238,0.00016716137
LOC105372493,0.0008299753,0.0009898291,-0.0013867224,-0.0015545951,0.0012865363,1.3856696e-05,-0.0004277169,0.0091494005,0.00015009378,-0.0038037274,3.1794185e-05,-0.002072222,0.007843938,-0.0014735047,-0.0012680644,-0.0014717192,0.002925101,0.0026710196,0.0037527017,-0.001722994,0.0035402067,-0.0018865739,-0.0042199185,0.002174877,0.0032500068,-0.0034927742,-0.0019170347,-0.00077628036
LOC105373378,0.0006020745,0.00019082638,0.0010501076,0.0002294763,-0.0011411426,-0.00035368055,0.0015501282,-0.0010512177,-0.00062738475,-0.0008346849,-0.001501941,0.0010768502,8.9753e-05,-0.0004833664,-0.001478323,-0.00074600097,0.0012963515,0.000930225,-0.0022380564,0.00017525692,0.0004715744,-0.00092046655,-0.00038534627,0.0008461356,-0.00024106025,-0.0013245374,-0.00035205594,0.0031991557
LOC105373383,5.85094e-05,0.0010507746,-3.3611293e-05,-0.0009244872,-0.0008104238,-0.00034063973,0.0002499119,0.00021809612,-0.00020244578,-0.00069446536,-0.00024239675,-0.00019979631,2.84973e-05,-0.00017977704,0.0005193126,0.00037117218,-0.0013179455,0.00066497247,0.002605613,0.00052685046,-0.0015074004,-0.0011027461,-0.00070916844,-0.0005569945,-0.00020477864,0.0004906776,-0.001082538,-0.0010209526
LOC105373496,0.00036271563,-0.0014310278,-0.0017990612,-0.0024691985,0.003569562,0.0013966798,-0.0022148488,-0.00058915484,-9.914981e-05,0.0015218008,0.0011641899,-0.0010808646,-0.0016034618,-0.00015075026,0.002321161,0.0011645814,-0.0015403257,0.00057510554,0.0012212219,-0.0010974172,-0.0014370633,0.00093536585,0.00020470368,-0.00049371267,1.9706602e-05,0.0006393846,0.00064667343,6.0110662e-05
LOC105373553,0.0004198214,-0.0025276057,-0.0010955492,-0.0006829964,0.0014966468,0.001973109,0.0002772784,-0.00028683952,0.0003286322,0.0051256665,-0.0025969555,0.0022118052,0.0006363984,-0.0024364584,0.0029396655,-0.0004686402,0.0007164111,-0.00018040859,0.0045172446,-0.0038645489,-0.00080931495,0.0026125947,-0.001631213,0.0032287634,-0.00034450754,-0.0035202343,0.0005530816,0.00083416695
LOC105373656,9.965559e-05,-0.0010024123,0.00041228643,-0.0005616969,0.00072205433,0.00020822929,-0.0014553674,0.0012999573,0.0015638234,0.0011485482,0.0009219726,-0.0014937866,-0.0012366192,0.00043379236,0.0003658862,0.0013819587,-0.0019003672,0.0007489998,-0.0010613693,0.0005576222,-0.0013018426,0.00084988686,0.0010138777,-0.000398306,-9.923479e-05,0.001291256,0.0008942656,-0.0016666298
LOC105374205,0.00038784352,-0.0022705635,-0.0010083742,-0.0006488468,0.0006214842,0.00034607714,-0.0010828665,-0.000802757,-0.00057593756,0.002022629,7.7751116e-05,-0.0005251002,-0.0009628446,0.00028693106,0.0009891597,0.00025779475,-0.00043945937,0.0011122904,0.0008094778,0.00084532634,-0.0015506495,-0.0012876189,-0.0008390669,-0.0007237288,0.0016506037,0.0003049703,0.00046447729,0.00073572004
LOC105374313,-0.001809175,-0.0016133279,-0.0020650984,0.0019795862,0.0023356276,0.0009893794,-0.0016396361,0.00231937,0.00031514902,-4.8727234e-05,0.00047870982,-0.0029916668,0.00023006601,-0.001813492,0.0023572107,0.0005008025,-0.0014769504,-0.0019516672,-0.0035776226,-0.002401067,0.00087675924,0.0028792107,0.00030715507,0.00039508293,-0.00083412573,-0.00062844844,0.00020608214,-0.001697041
LOC105375304,0.0015479893,0.00040398954,-0.0007581461,-0.00045275252,0.00054094987,0.0005398184,0.0013688741,-0.00014928749,-0.00051079056,-0.00022623263,-0.0012399951,0.00043584956,0.0027296315,-2.1225296e-05,-0.00040674538,-0.0010927957,0.001334529,-0.00072762184,-0.0017247227,-2.8935663e-05,-2.3668195e-05,-0.0026921348,-0.0008292846,0.0005582334,0.00061878486,-0.00079169753,-2.2307437e-05,-0.00034478985
LOC105375744,-0.0016114354,0.0029788485,0.0013775271,0.0016355494,0.0011375935,0.00051738677,-0.00068664446,0.00249442,0.0032307843,-0.0016997955,0.0006704071,0.0017359138,-0.0014429223,-0.00035754862,0.00034308658,0.0012245345,-0.0013582634,-0.00011368685,0.0034864289,-0.0010458264,0.0012284176,0.0029438054,-6.130263e-05,-5.7945846e-05,-0.00087718654,-0.0017830512,0.0012522653,0.0024380242
LOC105376271,-1.7913158e-05,0.00040892063,-0.001148467,-0.00020703477,0.00053958496,0.0018733633,-0.000324044,0.0012684964,-0.00050574396,-0.00014231664,-0.0012927318,0.0018128895,0.004889641,-0.0009405376,-0.0005981874,-0.0013022474,0.0024111127,-0.0007158849,-0.0018742199,-0.001403633,-0.00028802178,-0.001840002,-0.0016549671,0.0007973562,0.0005129248,-0.002959672,-0.0018697614,-0.0015830385
LOC105376917,0.0002828618,0.0020576585,0.0004946803,0.0004954441,-0.0025836146,-0.0024694356,0.00036747666,0.00059996103,-0.00011767827,-0.0012790601,-0.001459439,-0.001674136,-0.00065614376,0.00035563417,-0.0005541805,-0.0012548156,0.00031549603,-0.00051754975,-0.0010310009,0.0025387583,0.002656047,-0.00026009983,0.0016651234,0.0027878452,0.0016449541,0.0024881002,0.0012696001,0.0010534948
LOC105376975,0.00066385424,0.000979466,0.0006833638,0.00035855858,0.000916776,-0.00062083884,0.0020065112,-0.0011081599,-0.00042572906,0.0004631025,0.0012065426,-5.9775117e-05,0.0004980098,0.00037666215,-0.00038767705,0.00020436666,-0.00024181741,0.00067412585,-0.0010406451,-8.819936e-05,-0.0002869093,-0.00082352496,1.4559856e-05,-0.0006231099,-0.00037855865,0.00041657593,-0.0004013787,0.0013769328
LOC105378123,0.00027012327,0.00064893154,-0.0005680579,-0.000700149,-0.00010486303,-0.00060504675,0.00031751813,0.003526528,0.0009946985,-0.00021123039,-0.001955982,-0.0014068905,0.0028139036,-0.0013185458,0.0018771095,0.00033347422,-0.0013025906,-0.0006223854,0.0008706481,-0.00093275,0.00024018978,0.0004708641,-0.000115482406,0.00024907384,-0.002062845,-0.00064040534,-0.0019485585,-0.0003690921
LOC105378614,0.00061478117,-0.0025546,-3.625354e-05,-0.00026493645,0.0007302656,-0.00037926703,0.0012362826,-0.0005397257,0.0006260561,0.0022267206,0.0003711577,-0.000695809,-0.0017406932,-0.0007900702,0.000295237,0.0012932055,-0.00237415,0.0012718666,0.0005502867,-0.0011113243,-0.0011371314,-0.00057108875,7.016307e-05,0.0012735827,-0.001083268,0.00035672777,0.00013844616,0.0011791673
LOC105379443,0.0020146878,0.0014547629,0.0005176876,-0.0024887095,0.00022443071,0.001132167,0.00048968184,0.00012799042,0.0009384158,-0.0008655174,0.00087710284,0.0004571118,0.0013219635,5.3177588e-05,-0.0009340758,-0.000181473,3.363579e-05,-0.00091524736,-0.0008553587,-9.502159e-05,0.00028485886,-0.0015869897,0.00054941163,0.00024576442,-0.0010774027,0.00031985235,0.00056094764,-0.00094857515
LOC105447645,-1.831287e-05,-0.00015261013,-0.00032470506,-0.00011265937,0.0014966764,0.00044273466,0.00019292849,0.00047532684,0.0005115304,0.0024951352,0.0027155494,-0.0014639979,-0.00051462295,0.00091735343,0.0016669849,0.0007076826,-0.0012278428,0.00021505005,0.00051702856,-0.00064622547,-0.0009884919,0.00043164552,0.00042725896,-0.0025325108,0.00086687144,0.0014135509,0.0005179283,0.001698867
LOC107984132,-0.002458787,-0.0007723322,-0.002589845,0.00037802392,0.0036898232,0.0012897119,-0.0047270027,0.00022449202,0.0006787365,-0.002433828,0.01135628,-0.0008073711,-0.00668594,-0.005161321,-0.00010669332,0.0021730722,0.001333518,-0.0072619906,-0.0010412645,-0.0074662394,0.0031466165,0.009290315,0.015893893,-0.001603086,-0.022910893,-0.0046800696,0.008919236,0.0072023836
LOC107984703,-0.0008622959,0.0024011866,-0.00055741204,-0.00076875853,0.0007138414,0.001892908,-0.0016754285,-0.002419189,2.8929744e-05,-0.0010267205,-4.79684e-05,0.0030935935,0.0030833303,0.00045959593,0.00042195836,-0.0010350858,0.0009475401,-0.00085437496,-0.00028498264,-0.00085569563,0.0010814779,0.0001322015,-0.0007991657,4.165803e-05,0.0025005382,-0.00021043832,0.0001886876,-0.0019889513
LOC107984784,-0.00088235637,0.0019977526,0.001170264,0.0009390679,-0.0020656702,-0.0010382804,-0.0001247407,0.0010087981,0.00057064486,6.0872222e-05,-0.0008444227,-0.00078329,0.0001677344,0.00081034173,-0.0028492247,-0.0008620185,0.00096556096,-0.0007177331,-0.0014888609,0.0010446524,-0.00016764483,-0.0014784167,0.0019574345,0.0010539343,-0.00051164173,0.001428402,0.0005482983,0.00034861
LOC107985820,-0.00068449095,0.00053356716,0.0016677295,0.002037047,-0.0031317535,0.00018958877,0.0020370823,-0.0011741173,0.00037253636,0.0003058228,-0.000874421,0.0011784955,0.0010902518,0.00075460563,2.4455034e-05,-0.0005312417,0.0008922225,0.00061149016,-0.0006995011,0.0012439855,0.0013626607,0.00024002786,0.00040095457,-6.3317835e-05,0.001698726,-0.00020456525,-1.2043174e-05,0.0024415478
LOC145845,-0.0032851535,0.001395485,0.0008009463,0.0020025556,0.00022816301,0.00023076686,-0.0004442921,7.088592e-05,0.0005633799,0.00068448676,0.00069380633,0.00058669,0.0035510657,-0.0009614309,-0.00079242897,0.00074594026,-0.0003108258,0.002052847,-0.00044947653,-0.00076716044,0.0002572636,0.000109460525,-0.001267521,0.0011046636,-0.00022647654,-0.0017218416,9.839154e-05,0.0029290067
LOC150935,-0.002422766,-0.00021712552,0.0012140314,0.0023826517,-0.000825386,-0.0005016916,-0.00053827994,0.0011176162,0.00035068457,0.0010044342,0.00044714604,-9.065707e-05,-0.0012352346,0.00016720555,-0.0009078781,0.000283186,-8.0959e-05,0.00042120612,-0.001413504,-0.00011765712,0.0004957833,0.0009564535,0.00048678994,0.00024574486,0.00031477754,0.0007020284,3.563187e-05,0.00016328809
LOC284191,0.00032807502,-0.00028142394,0.0024745807,0.001667917,-0.00021584364,-0.0017151159,0.0026293884,0.0017650281,0.0016702082,0.0015371197,0.0026416618,-0.0010665668,-0.001333711,0.00024444307,-0.0004773598,0.0016645603,-0.002656154,0.0012275346,-0.0016020354,-0.00033861338,-0.0015783772,-0.00064185006,0.0010268887,-0.0012638223,-0.0013234139,0.0013666959,-0.0029372,0.0025554812
LOC285762,-0.002526142,-0.0022546872,0.0004149166,0.0027645587,0.0002352862,0.00046524327,-0.00014448378,-0.001415533,-0.00044729593,0.00064916513,0.0009993337,-0.0004777135,-0.00244278,0.00074545445,0.0019889262,0.00016299896,-0.00067289686,0.00035636377,0.00094246364,0.00029124983,0.00039984242,0.0013531584,-0.00020417054,-0.00073179876,0.0020676234,0.0009878771,0.0010388225,0.00024879607
LOC285766,-0.0029528523,-0.00015107404,-0.0004637623,0.0012359099,-0.00039289048,-0.00042228648,-0.0011680442,-0.0015452395,-0.0007688877,-0.0011995278,0.00014777848,-0.00059510133,-0.0011974341,0.00019777623,0.0023349284,0.000781663,-0.0013756399,0.0015052154,0.0004216142,0.00073812116,0.00078222627,0.0013696135,-8.453644e-05,-0.0005518297,0.0012445811,0.00043844816,-0.0004997467,0.0021421246
LOC285819,0.0006802983,-0.0006414359,-0.00032462925,-8.460553e-05,0.0029154294,0.0012152478,0.0005784177,-0.0021350558,-0.0017623942,-0.0033013301,0.00013988903,0.0014556723,-0.0016464215,-0.0006303609,0.0021589694,-8.9959e-05,-0.00025025432,0.0014202604,0.0011647474,-0.0015820229,0.0018401769,0.0018936178,-0.0016643123,0.000664064,0.001489892,-0.0011067436,0.0006304449,0.0021211635
LOC285847,-0.0030139561,9.955191e-05,-0.0009582489,0.0015239732,0.0021483842,0.00045438882,-0.00274458,-0.0028991704,-0.0004826148,-0.0011132063,0.0021329285,-0.0001967355,-0.00011865329,0.00018220379,0.0012614947,-0.00014378979,-0.00017942647,2.206862e-05,0.00020915942,-0.00058461743,0.002094152,0.0015882695,-0.0011717625,-0.00094769016,0.0012136577,0.0010939261,0.0016971896,-0.0003086559
LOC338694,0.0021607485,0.00082480203,-0.00061303773,-0.0015568333,0.0018261696,0.0017634907,0.0012255148,0.0014202564,0.00012335776,0.0005391101,0.00084290135,-7.08558e-05,0.00027462989,0.00026269883,0.00072521006,-0.00075909693,0.0005928761,-0.0008457872,0.0022129952,-0.0008825167,-0.0003314916,0.00050026685,-0.000111407346,-0.00015205628,-0.0006959501,0.0006642633,0.0012569614,-0.0007142774
LOC338963,0.0014594311,-8.685336e-05,-1.77996e-05,-0.0008797013,-0.00031066875,0.00026476543,0.0019561895,0.0004489467,-0.0014114472,0.00045446955,-0.0013120362,0.00084860955,0.0009842614,-0.00036768304,-0.0014717242,1.6678625e-05,0.00079093006,0.0014422142,0.000671482,0.00042250578,-0.00031882813,-0.0024309163,-0.0004941969,0.00028062644,-0.0012899877,-0.0009741548,0.00030588108,-0.00044597895
LOC339166,-0.00064978853,-0.0017938601,-0.00026680084,0.00038904243,0.0008187355,0.0010941012,-0.0010838885,0.00017852541,-0.000617964,-0.00020728435,-0.0043093814,0.0013501726,0.002822906,0.0005136896,-0.0011918206,-0.00074606284,-0.0023531576,0.005565738,-0.0023544617,0.00029023795,-0.0005645085,0.002235483,0.00024351124,0.0019161497,-0.0018611227,-0.0017568852,-0.0026886556,-0.001623137
LOC339862,0.0015075236,-0.0032535386,0.0040263776,0.012239507,0.003211464,-0.0029974421,0.014144087,-0.0026852642,0.002078274,0.004961898,0.006001389,-0.0036786613,-0.0009719586,0.00053514383,-0.00095540873,0.0047533233,-0.0042747683,0.0046033296,-0.024280513,0.0016440211,-0.00044958887,0.0013276932,-0.00082501996,-0.00560935,0.001878736,0.0025909336,-0.00084072445,0.028577913
LOC340090,-0.0016202311,-0.0007682817,-4.1945128e-05,0.00093099184,0.00010817561,0.0018322254,-0.0014649255,8.464645e-05,0.0008663964,-0.0036787654,-0.001351935,0.004697689,0.0014294406,0.00044150432,-0.001095425,-0.0001794144,-0.00047242208,-0.0007143985,-0.00091989624,0.0040581874,-0.0015461533,-0.002070482,0.0042782356,-0.001962076,-0.0020053014,-7.4781245e-05,-0.0006384051,-0.0031443287
LOC389602,-0.004399511,-0.0004712999,0.0018572565,0.0025339168,-0.0021167933,0.00043731427,-0.0009943271,-0.004556756,-0.0027405801,-0.0040407106,-0.001732755,0.0028694402,-0.00041086818,0.0013499625,-0.0011788368,-0.0005638433,0.0031231255,-0.00036986297,0.0017023311,0.006307146,0.0039586155,0.00054949726,0.0025467384,0.0003112796,0.0030490384,-0.0034097158,0.00060540496,-0.0021722724
LOC400627,-0.0010873617,-0.0006217877,-0.0010268993,0.0013757424,-0.00023218336,0.0015434504,-0.00091916387,-0.0012964992,-8.008312e-05,-0.00040033308,-2.9707911e-05,0.0007416706,-0.00080333586,0.000586045,-0.00060319726,-0.00030700248,0.0008044104,-0.0013761467,-0.0020819858,0.00034405757,0.00016406857,0.00041001878,0.0006981983,-0.0006648703,0.00061385526,-3.7990438e-05,0.00073364546,-0.0015504487
LOC440311,0.0030048788,0.0002329953,0.001855743,-0.0026591963,-0.0013010011,0.0019530089,-0.0040612277,-0.00047589623,-0.005359815,0.00051821826,0.00065885467,-0.0025409695,0.0070659313,-0.00066967285,-0.012328878,-0.00083367014,0.00923339,-0.010818058,0.0017027865,0.0020406318,-0.0112042595,0.013820098,0.003760256,-0.00063006394,0.003905802,0.008137006,-0.013481863,0.0053903703
LOC440346,0.000894118,-0.0022269436,-0.0019986157,-0.001628927,0.0005766681,0.0017475438,-0.001862476,-0.0010460529,-0.00036111186,0.00231923,-0.0014276291,0.0016945493,-0.0014512257,0.00051488675,0.0004602632,-0.0008617897,0.0017650503,-0.0014854093,0.0013261167,-0.00023755585,0.0010505307,-0.0006102404,-0.00012883602,0.00025621097,0.0026438069,-0.0006011192,0.0006096297,-0.003376477
LOC441601,0.0004508421,-0.0005882487,0.0002908874,-0.00048368718,0.0006472904,0.00060112996,0.0014053589,-0.0021413476,-0.00029105265,-0.00026102675,-0.0004669124,0.0011874443,-0.00035490704,-0.001199383,0.0014306586,-5.315797e-05,0.00032186715,0.00079622876,0.0010726037,-0.0002463447,0.0007703145,0.0016020893,-0.0011636091,0.0009934104,8.639985e-05,-0.0014729028,0.0009731394,0.0025796727
LOC442132,0.0015409514,-0.0001864022,-0.0016312829,-0.0027359435,0.0020622695,0.00037114677,-0.0010808599,-0.0013503085,0.00041845304,0.0008681484,0.0009998459,0.00023780362,-0.0005532089,-0.000393591,0.0022049882,-2.0247538e-05,-0.0007812124,-0.0012378602,0.0021969299,-0.0019881977,-0.00089377863,0.0010204929,-0.0004992754,0.00026414188,-0.0008593947,0.00055404025,0.00050491455,-0.0020249535
LOC574538,0.0018560014,0.00042577338,0.0015592441,-0.00016425639,-0.001111963,-0.0006371092,0.0022321453,-0.0018530044,-0.0004912458,-0.0006367462,9.100365e-05,0.00021703039,4.6237987e-05,-0.0003646136,-1.3839101e-05,0.0013320058,-0.0017948044,0.0032685148,-0.00075167435,0.0016369601,-0.0014045448,-0.0007449674,-0.00039997487,-0.00066876604,0.0006814915,-0.0001358797,-0.00057616096,0.002709835
LOC642366,0.002006346,0.0015484641,-0.0001074188,-0.0032171996,-0.0006986518,-0.0004198381,-0.0017115694,0.0065226275,0.0026224148,-0.001600514,-0.010332499,-0.004925805,-0.00022167203,-4.21804e-05,-0.0036534579,-0.0027567975,0.0021412484,-0.0043786727,-0.0004433611,0.0020869803,-0.001894637,-0.0005391714,0.005050822,0.0030088527,-0.00083534187,0.0035799285,-0.00221877,-0.0012250731
LOC643441,0.001316485,-0.0006236243,0.00056053617,4.6972542e-05,0.0012583607,8.7353226e-05,0.0016804688,-0.00021077973,0.00017163836,-0.00040077473,0.0004892978,-0.0002947488,-0.0008221105,-0.000659632,-0.00028719156,0.0007056084,-0.00067776605,0.00039300462,-0.00093481067,-0.00052828144,-3.848046e-06,0.00023387394,7.024374e-05,0.00026235255,-0.00061858946,-0.00025277815,0.0005094295,0.00070564594
LOC643542,-0.00064157025,-0.0024322995,0.00061014405,0.0015274467,0.0019634957,0.0023209655,0.0014990721,-0.0014906817,-0.00045386463,0.0013336344,0.0017620934,0.0018128941,0.0014964327,0.00021062543,0.00023163376,0.0006503114,-0.0005568724,0.0015620851,-0.0020530075,-0.00031145025,-0.0014029971,-0.0010765807,0.00041916885,-0.0019262035,-0.00074496923,-0.0006088839,-0.00064788153,0.003540918
LOC644090,0.00031422614,0.0006536817,0.0010114262,0.0012117287,0.0010012317,-0.0019532933,0.0019815937,0.00024854168,0.00010725476,0.0002769385,0.001314221,-0.0014309678,0.00013608593,-0.0005492721,0.0007157792,0.0018276832,-0.0016501844,0.0025671625,-0.0017242848,-0.00052990764,-0.00017095674,0.0005867049,-0.00017938206,-0.0010263785,0.0003486651,-0.00015237769,-0.0002948781,0.0055387127
LOC645177,-0.0006004869,0.00066711556,0.0011374508,0.002099034,0.0002667239,-0.00096377975,0.000512567,0.00018454803,0.0012738261,-0.00045016926,0.003337616,-0.0017874084,-0.0011499925,0.00026272086,-0.00101051,0.0009890767,-0.0020449427,-0.0009979731,-0.0020665722,-0.00016914099,-0.0005783064,-2.5787267e-05,0.00067321985,-0.0011618219,-0.0016341731,0.0017090586,0.00011894829,-0.0010179043
LOC646029,-0.0007932383,-0.00340357,6.795662e-05,0.0012698486,5.53467e-05,0.0017934673,-0.0013962402,-0.0020692034,-0.0021416224,0.0014832609,0.00027504694,0.0017521157,0.0017325779,-0.00033309078,-0.0014279322,-0.00055998826,0.0021709094,-0.00096415164,-0.003389937,-0.0005716173,-0.0011066728,0.0017189956,0.00021342114,-0.00027221703,0.0017688734,0.00058091397,-0.0020210736,-0.00020961958
LOC728755,-0.0007616597,-0.0010588735,0.0023195774,0.010113415,0.00058247655,0.0010587586,0.00821868,-0.003205306,-0.00035415098,0.00032466074,0.0027414192,0.00067582715,-0.0005376471,0.0003013209,-0.00445238,-7.1200426e-05,0.00033018552,0.0012102838,-0.018634764,0.0022134478,-3.8851013e-05,0.0012519024,-0.0017410398,-0.002372701,-0.0032872993,0.00036796316,0.0010156159,0.017426414
LOC730338,0.0008230277,0.0010186427,0.00057613483,9.857656e-06,-0.0012720936,-9.248485e-05,0.001172851,6.714591e-06,2.6520835e-05,-0.0009932626,-0.0013568334,0.0008843951,0.00149127,0.0005610662,-0.00062735507,-0.0017846785,0.0020099613,-0.0009874459,-0.0021962263,0.0005172953,0.0008604879,-0.0013629056,-0.00045868946,-0.00013767094,0.0014824233,-0.00058492436,-0.00034693404,0.0006279046
LOC90246,0.0010658442,9.321222e-05,-0.0016972262,-0.0016478255,0.00045449164,0.0023832805,-0.0026438443,0.0015255633,0.0055227107,-0.0025396983,-0.0065788887,0.008855966,-0.0066149994,-0.0011188594,-0.0053362274,0.0018076175,-0.0001393031,-0.002967474,0.0014600668,0.0033474031,-0.0020501656,0.0028708323,-0.0028380852,0.00050556695,0.0046371464,-0.0042937896,-0.00019627556,-0.0010136995
LOC91450,-0.00065113464,0.0009845794,-0.0008215167,0.00018061983,0.0001870384,0.0011558698,1.6719669e-05,0.00041171873,9.619567e-05,-0.0012318258,0.0005500983,-0.00028627715,-0.0002587942,0.00039207077,0.0014329299,0.0003504114,-0.00047575182,-0.0009586162,0.0007122296,-0.00021090763,0.0012719211,0.0021308702,0.0009116,-0.0010211957,0.00090794935,0.00069650414,0.00085238804,1.0725013e-05
LOC93463,0.0011000615,-0.0004416385,0.00061866065,-0.0005008991,0.0010210697,0.00089221227,0.0016314368,0.00056157407,0.0011937728,0.0024264557,-0.0002628715,0.0015685788,0.0016426166,-0.00068234483,0.00091777154,0.00011624069,5.7039073e-05,0.0005525204,2.9571846e-05,-0.0007124712,0.0005681683,-0.0012319289,-0.0016240781,0.00042260825,0.002015791,-0.0017008819,0.0003715887,0.0021145411
LONRF2,0.0011908329,0.0019585758,0.0008938788,-6.441898e-05,0.0005804881,-9.8870005e-05,0.0011701232,-0.0014989318,-0.00061500643,-0.0021793034,0.0019299184,-0.00012390553,4.1124156e-05,0.00089490385,2.5183193e-05,-0.00059617223,0.0012354775,-0.0022026116,0.00056326314,0.00033876023,-0.00030499246,0.0009786715,2.3829081e-05,-0.0019997337,-0.00011080323,0.0014086004,-0.001726372,8.09377e-05
LPAR5,0.0017848334,-0.00054036855,-0.00024785593,-0.001957902,0.0008995517,0.0015931008,0.0005869211,-0.00051950006,0.0011631408,0.0027241425,0.001269407,1.5108741e-05,0.001352935,-0.00010800594,0.00034711653,0.0010004736,-0.0015108271,-0.0002001328,-0.00016026544,0.00014682321,-0.0015524109,-0.002010644,0.0002599048,-0.000765932,-0.0009325876,0.0005085068,0.0010034313,-0.0015330239
LPP,-0.0040772506,0.011627664,0.0059410655,0.01208927,-0.0042192233,-0.0037024033,0.010379239,0.008536915,-0.0024370537,-0.01883232,0.0047690766,-0.0011853051,0.012225443,0.0019470698,-0.006775821,-0.00069432997,0.0014429697,0.0061243973,-0.01812717,0.0075714397,0.0055133584,-0.0036878202,-0.0026923222,-0.0043133083,-0.007899594,-0.002243042,-0.0046992647,0.023608
LPP-AS1,0.0023379186,0.0022802097,0.002053792,-0.001077434,-0.0010465499,-0.0010617692,0.0013867491,-0.0019684867,-0.0018811349,-0.0030936496,0.00022375338,-0.00041306048,0.0014916763,-0.0004975148,-0.002395381,0.0007094929,0.0011304299,0.00019477542,-0.002203325,0.00050958764,-0.0007804161,-6.2582156e-05,0.00078685425,0.00013007133,-0.0017624116,0.0005864518,-0.002233821,0.0021457227
LRCH2,-0.0011837556,-0.00041026366,0.001990961,0.0068149515,0.00039637048,4.4207874e-05,0.0046998556,-0.00090000086,0.0011252543,-0.0012729076,0.0007828055,-0.0004274702,0.002740392,0.007998101,0.004281238,-0.0057383394,0.0032478212,-0.0005340931,-0.010730051,-0.001604035,0.0047200136,0.0033425193,0.0015880377,-0.0038803879,-0.0047154264,-0.0021353338,-0.00021386538,0.009594832
LRFN5,-0.0011546036,0.0024965666,0.0011814254,0.004304854,0.00047387127,0.0005004715,0.0038144246,0.0025485957,-0.0014093195,-0.0061178952,0.0040142527,0.0009639653,0.005178591,-0.0001860421,-8.314535e-05,0.00045081726,0.00075740484,0.0019285539,-0.004904131,0.0023100283,0.0028849768,-0.0015342329,-0.002453607,-0.0033904435,0.00057727465,-0.0011548015,-0.0005769917,0.006975808
LRIG1,-0.0009310386,0.00093898666,0.003340497,0.011251918,0.0005739323,5.0504117e-05,0.0101351915,-0.005766981,-0.00081950007,-0.0033646687,0.0011433472,0.0028678777,0.0058527044,0.001484005,-0.0057259593,0.0027154263,0.0010600996,0.0048389244,-0.01947188,0.0018044917,0.00027477677,0.0011863732,0.005371599,-0.005201254,-0.0011498939,-0.0017974563,-0.0036477041,0.022829995
LRIG3,-0.0017083667,0.004390633,0.00061652716,0.0016391835,-0.0005717952,-0.0011707454,0.0024868348,0.006344624,-0.004437887,-0.012668419,-0.0016957774,-0.006266353,0.007890678,-0.0013522169,-0.0026918333,0.00039679275,-0.0011001092,0.004561107,-0.0004891267,0.0029468802,-0.00088180817,-0.0048539042,0.00035386838,0.0005497816,-0.002011375,0.0039139073,-1.1996453e-05,0.003333908
LRMP,2.7902604e-05,0.0019469323,-0.00095289585,-0.0013142109,-0.00056962797,-0.00015241711,-0.00032336518,-0.0007262816,0.0008352778,4.110444e-05,-0.0003085059,0.0013304687,0.004141774,-0.0011174899,0.00067339314,0.00011871436,-0.00029796903,2.8306778e-05,0.002320871,-0.0010620721,0.0005533795,-0.0010955876,-0.0009317655,0.0015171953,-0.0014778853,-0.001842618,-0.00020013776,9.610981e-05
LRP1B,-0.0070545725,0.0063883127,0.003029252,0.0038381722,-0.0034196707,-2.9254988e-06,-0.0052783443,0.012941135,0.005584692,-0.012745837,-0.0023286117,-0.00020016973,0.005948894,0.0008163581,-0.007985748,0.00059263944,-8.0643804e-05,0.00037145006,-0.0035071324,0.0036017564,-0.00054502656,-0.000571449,-0.0011261575,-0.000620349,0.001377102,0.00016152074,-0.0025364184,0.0019580626
LRRC2-AS1,0.00046591056,0.0013634493,-0.00038099528,-0.0021759332,0.0016447942,-0.0009483461,-0.001272439,0.0010096334,0.0005050752,-0.0013520044,0.0033635586,-0.0022842218,-0.0027118789,0.00082913775,0.000103374216,0.0017816558,-0.0031329691,0.0011425304,0.0018200589,0.00059610925,-0.0023793764,-0.0007758362,0.0024526252,-0.0010679796,-0.0033462858,0.0029083616,-0.00083709136,-0.0010071975
LRRC4C,-0.004541404,0.0090945065,0.0036112557,0.009384905,-0.0056427103,-0.0018247878,0.004473723,0.005719372,0.00013263038,-0.01047597,-0.0073255002,-0.0010054307,0.008319168,-0.0012513439,-0.011193721,0.0010482396,0.0027401461,0.0028285992,-0.014919947,0.0084954975,0.00020129807,-0.0015603388,0.0026562328,0.001661019,0.0025827696,0.00050336035,-0.0031005137,0.020670835
