,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
DLX2,0.004960251,-0.011709999,0.009681913,-0.028646294,0.015387214,0.022921901,0.015393702,0.007742353,-0.04812431,-0.00997249,0.07707669,-0.005786648,-0.004916456,-0.05834704,0.0024859442,0.019339155,-0.09799394,-0.0027696115,0.041359574,0.09326408,0.020641452,0.03052344,-0.087026894,-0.055716727,-0.22445403,-0.0009072417,-0.012055733,0.05821936,0.079953,0.005154884,-0.017206084,0.0600713,0.011257398,0.13682826,-0.011207924,-0.028114587
DMBX1,0.0020679669,0.0022961262,0.00025507537,-0.00023311202,0.0059195524,-0.0031131194,-0.0040248786,0.002414534,-0.0011045071,-0.00033531923,-0.0014114146,0.0012239139,0.0014180366,0.0012508413,0.0031599528,-0.002171144,-0.0003969867,0.0018986254,-0.0016655604,-0.00063825963,0.00067039346,0.0007275073,-0.0034141422,-0.0009497867,-0.0007039273,-0.0019568882,0.0017135617,0.0056825127,0.00080372207,0.004671801,-0.002903667,-0.0031441608,0.0014076943,7.73583e-06,-0.0029103486,0.0012775107
DMD,-0.0017902824,0.0038171534,-0.0013361658,1.3995677e-05,0.0065613934,-0.0005716139,-0.0033781843,-0.005121083,0.0018765448,0.0051902705,-0.002699316,0.0036106803,0.0054017524,0.0029785647,0.004913654,-0.0031885302,-0.0016665893,0.0038248834,-0.009091462,0.002616199,-0.0050531584,0.00059937005,5.351548e-05,-0.00545355,0.0037134623,-0.0014291139,0.0015405548,0.005419452,-0.0030806635,0.013086867,0.0038477175,-0.008236415,0.0012649501,0.0021983136,-0.009316353,-0.0062339436
DMRT2,-0.0017154785,-0.00067524286,-0.007300446,-0.004044592,0.0017174017,-0.004827894,0.0030288633,-0.0014104205,0.0019013227,0.000632878,0.002761014,0.00047368428,0.0028291312,-0.003495429,0.0021345497,1.5410025e-05,5.561149e-05,-0.00025813057,-0.00439878,0.00054909167,0.00013818941,0.0018449252,0.0028277382,0.0020824287,0.0014518431,-0.0010963884,-0.0014385395,0.00056500686,-0.00055724144,0.0022375605,-0.004052667,0.0007749173,0.00012970225,-0.001535108,-0.0015468473,-0.0013595696
DMRTA2,-0.0041699247,-0.0012946,-0.0012767672,0.0023655859,0.0020891645,-0.002838025,0.0012748712,-0.0004225939,0.00024129021,0.00040332365,-0.00042951747,0.00021061298,0.003350516,-0.0065418654,0.0036249903,-0.00070751854,0.00020257843,-0.00085372897,-0.0014892989,-0.0032856124,-0.0021993471,0.002027025,0.0015902646,-0.0009854572,-0.00053519814,0.0014468144,0.0023106677,0.00782692,-0.0034021232,0.0105161425,-0.007290759,-0.00082113466,-0.00011730451,-0.000323359,-0.004344665,0.0059041693
DMRTC2,0.0062161647,0.006793748,-0.0017206371,-0.0059054275,-0.0022950037,0.0065373266,-0.00065538567,-0.0067045023,0.0010940268,0.0015611162,-0.0012186903,-0.0010756563,0.0026748672,-0.0003023981,8.694666e-05,-0.0015657215,0.00072414736,0.0001837704,0.00060439226,0.0015916094,-0.0027773888,-0.0007678833,-0.0010665508,-0.0017967207,0.002082133,0.0017793931,-0.0021984105,-0.0007655137,0.0019114312,-0.00033150028,0.0039008765,3.8770027e-05,-0.00057835464,-0.00047719022,0.00084313564,-0.0033061747
DNAH14,0.0017705056,0.0062265787,-0.011089889,-0.0039482326,0.008778348,0.011041707,-0.007858589,-0.008110586,-0.000686655,-0.00040481164,0.0024023363,-0.00050793105,0.0025803382,-0.0010917315,0.012822148,-0.0011818374,0.00411676,-0.005645624,-0.0075777983,-0.0046697427,-0.011059374,0.0063925358,-0.003301089,-0.007870895,-0.006604258,0.00034902405,0.0013526761,0.007857347,-0.0002463698,0.00820952,0.018593937,-0.008887037,0.002061592,0.0043669683,-0.0051394007,-0.019432774
DNAJA4,0.0006819341,0.00019436749,-0.0015001023,-0.0010590486,0.0004934193,0.00022141942,0.002083204,-0.00015722548,0.000621272,-0.001245691,0.001435185,0.00013666535,-0.00021561333,0.00076624466,-0.0013555941,0.004174696,0.0070398827,-0.006145032,-0.005713575,-0.00046630632,0.0022090985,0.0017594997,-0.00055387785,-0.003557076,-0.0015454523,0.0030683877,0.0017132494,0.00043780054,0.0014702886,-0.0025067416,0.00014977765,0.0011107377,0.0026818393,-0.0009588507,-0.00061901315,-0.004957749
DNAJC15,-0.0027967317,0.005675095,-0.001957655,0.0047438503,0.007074459,-0.00063177996,-0.0026498388,-0.0010305912,-0.0018330925,-0.0010897166,-0.0013741056,-0.002414188,0.005701705,-0.000136896,0.0051609483,-0.0019798123,0.0019264867,0.0058089467,-0.0016289945,-0.0014235112,0.0019590436,0.0043177144,0.007746482,0.003122943,0.002494702,0.009530776,0.004744284,0.012454408,-0.0013565511,0.014453231,-0.0072549484,-0.0007449924,0.0070495945,0.002709658,-0.002601375,0.005491936
DNM3,-0.0003064783,0.0023122428,-0.0024186862,0.0014229143,0.0031558804,0.007331415,-0.002421535,-0.0052612377,0.0010082113,0.0016856513,0.0005878151,0.00091240293,0.004532197,-0.0038727834,0.0074491943,-0.0013353202,-0.0006673601,-0.0009089791,-0.0042326124,0.00045031257,-0.0010936802,-0.0030899679,-0.0017984842,0.0015608919,0.00044823592,-0.001012729,0.0015302835,-8.787217e-05,0.00023566029,0.0029434094,0.01132836,-0.0069886176,-0.0018943261,0.0015953669,0.0036845729,-0.013058258
DOCK11,0.0011842285,0.0044685695,-0.0041412627,-0.0015689308,0.0032772552,0.007267632,-0.0035022346,-0.004922091,0.00015862407,0.0033337784,-0.001094343,-0.0019344562,0.0080090165,0.0010580907,0.0038388406,-0.0019172985,-0.000497909,-0.0036251014,-0.005522048,-0.0018400482,-0.0050231363,-0.0036759346,0.0012485461,0.0006749533,-0.0012987107,0.0021781207,-0.002993375,0.0029848448,0.0022856088,0.0021233927,0.008890554,-0.004997261,0.0008164332,0.0012510082,0.00014392076,-0.01063804
DOCK3,0.00042759904,0.0036505205,-0.0047648656,0.00015102516,0.0024184552,0.012450658,-0.005700184,-0.012873986,0.0008314002,0.0041602463,-0.0048021544,-0.006812482,0.008284278,-0.006333438,0.0064140167,-0.0077263042,-0.00033497452,-0.0036679602,-0.005786307,0.0015907827,-0.011850033,-0.00037978866,0.0037908729,-0.006476294,0.0050274474,-0.00399788,-0.0030985195,0.0070523825,5.842709e-05,-0.00051717093,0.02717139,-0.009747246,0.0019366494,-0.0009856496,0.0010070717,-0.035750296
DOCK4,0.0012097012,0.0060630227,-0.009362666,-0.0008444998,0.004307722,0.013641891,-0.0055524507,-0.011649428,-0.000290379,0.001173016,0.0006087984,0.0045303702,0.0065354845,-0.0013380555,0.008320236,0.0016440292,-0.00423872,-0.0038724716,-0.008072426,-0.0004072042,-0.010202219,-0.0033856963,-0.0029093497,-0.0024549754,-0.0008692005,0.00045559712,0.008551207,0.010167913,-0.0010065411,0.0049687764,0.017468391,-0.009634864,-0.0001690155,0.0019982844,-0.0021622726,-0.020111602
DOK5,-0.003018355,0.001996652,-0.0010174692,-0.0018015027,-0.002230687,0.0030701708,-0.003707225,-0.007372329,-0.0021418943,0.004378189,-0.0026601807,-0.0021165826,0.0064343316,-0.0012198129,0.006752634,-0.001094225,-0.003176334,0.00072872156,-0.0022878968,0.00056021963,-0.0041035325,0.0009920174,-0.00072469166,0.0019198289,-0.00030886463,-0.00043849376,-0.0013937638,0.0009655552,-0.0006259221,0.00075279904,0.010438881,-0.011064674,0.0038110095,0.00036597732,-0.006628355,-0.008686411
DOK6,-0.0057842154,0.0052606594,-0.0029000859,0.0008164061,0.0075817085,-0.00080504274,-0.0046330094,-0.005584903,-0.0030641013,0.001536856,-0.0048221364,0.00447081,0.007845076,-0.0013769378,0.0074900114,-0.005292014,-0.0023068823,-0.0076517346,-0.008403936,0.0019699032,-0.005407518,-0.00057964015,-0.0016540362,0.0016456041,-0.0013526666,0.0031273388,0.0074094688,0.01552016,0.00027070433,0.01553514,0.00048653528,-0.00909759,0.00097226736,0.00088771957,-0.0038976865,-0.0036888248
DPH6,-0.0006588144,0.0045958166,-0.008762332,-0.0037575716,0.00297024,0.008772878,-0.0045544296,-0.009859753,0.0004887359,6.557793e-05,0.0006828736,0.00010019254,0.004422215,-0.004021364,0.008091722,-0.0009818975,-0.00011945135,-0.0022615592,-0.013766136,-0.0055633653,-0.008045782,0.0033165484,0.0028252674,0.0033746525,-0.00027335953,-0.0009517593,-0.0014153003,0.011245374,-0.0012809302,0.0024076882,0.02016163,-0.0032464839,-0.0024979527,-0.00059657154,-0.0033823373,-0.01820877
DPP10,0.005260165,0.0077597643,-0.009809804,-0.0029995725,-0.00091976736,0.024366338,-0.0070373057,-0.020016039,-0.0004295386,-0.0003479972,0.0026200982,-0.0045119026,0.0035612904,0.0042428155,0.015730357,-0.0013755981,-0.0024756524,0.0010770464,-0.011261472,0.0024260543,-0.01481197,-0.0026850468,-0.0018490746,-0.004622324,-0.0025320675,-0.004178765,-0.004342967,-0.0017917139,0.0009793362,-0.0044773063,0.04085043,-0.011027303,0.0012529836,0.0009720372,0.001786015,-0.04672267
DPP6,-0.0021594556,0.004731695,-0.0053254114,-0.0018781276,0.004729215,0.007004078,-0.0034071056,-0.008922235,-0.0012257588,0.0022478593,0.0050800624,-0.0056371647,0.011882507,-0.000289148,0.0023787662,-0.0027805818,0.002301821,0.0005098191,-0.0055241236,0.0021188988,-0.0060438723,0.0053769625,0.0033064757,-0.00043828497,0.0006701123,-0.00018873195,0.00033253268,0.008883045,-0.00243209,0.0013524191,0.012372294,-0.0072212312,-0.00017365333,0.0041210605,0.0012921103,-0.018795522
DSCAM,-0.0016200125,0.0034330706,-0.0038962506,-0.00020983214,0.0056042867,0.00040638345,-0.0011819412,0.0006748914,0.00018974787,-0.00028257165,0.0009434125,-0.0006091482,0.0020014334,5.4574633e-05,0.003366095,0.0019221231,0.0029754057,-0.0017271634,-0.0067228805,-0.00064396096,-0.0003952605,0.0019072208,0.00018554003,-0.0011693792,-0.0015789181,0.0015066729,0.0009423539,0.008090607,-0.00072459347,0.0019824519,0.0011560696,-0.0023068278,0.0026782549,-0.00040948097,-0.001844456,-0.0054152315
DSP,0.00031568285,0.0066689453,-0.004834091,0.0037974203,0.014853306,-0.0016270156,-0.0042344984,0.00091425586,-0.0027756805,0.004875093,0.0024454058,-0.0011796602,0.004337729,0.003775322,0.010104683,-0.006164783,-0.0028067566,-0.0023719987,-0.0037955688,-0.00015664929,-0.0074177883,0.0006354752,-0.0014641248,0.00051104306,0.0052701063,0.006626424,0.0012909571,0.0083188815,0.0008754867,0.01459723,-0.007329328,-0.000987776,0.002009173,0.0031765096,-0.0049260505,0.0005911714
DTL,0.0012735403,0.009305415,-0.005665946,-0.0011678444,0.008857712,0.0017361585,-0.0042501506,-0.0027100637,0.0006127442,0.001365901,-0.003250385,0.0019818887,0.00027354338,0.0021277894,0.009191159,-0.0010010697,-0.0017415907,0.0005025026,-0.0015523148,-0.0034995992,-0.0029872619,0.002126214,0.002057503,0.006583837,-0.0017878236,0.0023890561,4.7317564e-05,0.0076281345,0.0008437594,0.0061877407,0.0065855095,0.0012156721,-0.0043205093,0.0011320864,-0.006994447,-0.006830834
DTNA,0.0013398143,0.0058164657,-0.0055919886,-0.00027480596,0.006894592,0.013881684,-0.0058217994,-0.009378463,-0.0022816847,0.0005775432,-0.0005280581,-0.0012900773,0.0044803442,-0.0054146745,0.00661329,-0.0031913277,-0.00019883609,0.0015187896,-0.00713513,0.005073644,-0.00821749,0.0023825616,-8.565427e-05,0.0012658994,0.00016069892,-0.0013031819,0.0003374289,0.009721892,-0.0017400989,0.004107333,0.022291895,-0.005896346,-0.0015526646,-0.00048851565,0.0030131973,-0.02520055
DUSP7,-8.589157e-05,0.0023183157,0.00015099463,-0.00015863571,0.0025863822,0.0013355016,-0.0017881155,-0.0014019007,0.008098817,0.0026122234,4.9162656e-05,0.005786737,-0.0025822443,-0.009371793,0.003836743,-0.0008473294,0.0009972071,-0.00048190245,-0.0018894661,-0.00014589958,0.0039016532,-0.0025363371,-0.002345089,0.0014768972,-0.0010443219,0.001411632,-0.0027761543,-0.00543128,-0.001984622,0.0022391933,-0.000363949,0.00017836904,-0.0013470475,0.0014266393,0.0015270726,-0.00063863985
DUSP9,-0.0005581461,0.0010694122,-0.0031912716,-0.0011686954,0.00053328305,0.00054741575,0.00077801273,-0.0024697243,0.0014689028,-0.003347363,0.0005349748,-0.0007563013,-0.00092714815,0.004026618,0.0024431958,0.0028798631,-0.0023900836,-0.00093494693,-0.001114955,-0.0041253325,0.00023748612,0.0028592795,-0.00096645707,-0.0040303417,0.00336595,-0.002758754,0.00027133047,0.0012560872,0.0021660922,0.002864962,0.00028034375,0.0017038143,0.0005663602,0.0017366642,-0.0015132038,-0.0025717744
DYNLRB2,-0.00019108392,0.0009459259,-0.0012326656,0.0027293828,0.0004167913,-0.004207668,-0.001321307,0.0016916738,-0.0037257418,-0.00016843391,0.00039289377,0.00085883157,-0.0051615364,-0.004038351,0.0021097313,-0.00088026014,0.0004760412,-0.00043920815,0.0042786496,9.299926e-05,-0.0035275237,0.0011253848,0.0055354405,-0.005743051,-0.0012636341,0.00424311,-0.002229609,-0.0029241864,-0.0011012101,0.00032518455,0.0036995467,0.0026192314,-0.002751599,-0.003375725,-0.0033296035,0.0003320597
EBF1,-0.011792588,0.008733905,-0.0025427556,-0.0093161315,0.02510552,-0.009937055,-0.008458475,-0.0032674128,-0.0028420363,-0.0036303848,-0.01005426,0.015983291,0.021350859,-0.011679627,0.026465414,-0.0041265734,-0.0073959134,-0.010502822,-0.008852348,-0.010615299,-0.0066096773,0.0089617735,-0.012588297,-0.0008731515,-0.00037939553,-0.0101106055,0.035248462,0.05311205,-0.014033444,0.05894615,-0.032777175,-0.008455342,0.006323387,-0.0061164526,-0.02753359,0.015148952
EBF2,-0.0064389296,0.0013287849,-0.002466133,-0.0024366102,0.0044009415,-0.009700426,0.0016875912,-0.0007392266,-0.0032334526,-0.00617895,0.00039715864,0.011488343,0.007710579,-0.004254386,0.009872528,0.0025849678,-0.0022060417,-0.0121314265,-0.0015868364,0.0013127851,-0.0064498247,0.004441776,-0.0017414734,-0.0011509823,-0.0016365101,-0.0008048245,0.017825572,0.016996352,-0.0077567385,0.022188542,-0.012692704,-0.0017797322,0.00035974404,0.00010799955,-0.009109271,0.009335162
ECE1,0.00048031038,-0.00034824928,-0.0004058605,-0.0005894441,0.0024180838,0.004400373,-0.0014370021,-0.0039270255,0.0008313317,0.0043595075,0.0026258866,0.003255063,0.003086908,-0.0040588756,0.0017533918,-0.002938096,-0.0022619357,0.003124899,-0.003085669,0.0009764777,-0.0010786102,-0.00020348128,-0.0026555154,-0.0016494382,-0.0014722416,-0.0040677274,0.0021326356,0.0033252486,0.0026374261,0.0062932256,0.006181615,-0.005845955,-0.00054847373,-0.0008642475,-0.0009194781,-0.0065465705
EDA,0.004105261,0.0029853554,-0.0068714763,-0.0005833647,0.0034531255,0.016968962,-0.0057587,-0.010579492,-0.0012236123,0.0059516486,0.0014771975,-0.0027891903,0.008303182,-0.005000988,0.008052327,-0.0010254222,-0.0026349095,-0.0020815656,-0.0076018935,0.0025211654,-0.009695124,-0.0037176413,0.00015359018,-0.0034149734,-0.0034373763,-0.00017069447,-0.0014049725,0.0050292118,0.002031648,0.0009380325,0.026135819,-0.010203838,-0.000452476,0.0046930546,0.0020008185,-0.031718433
EDIL3,0.00067918724,0.0036826397,-0.008634441,0.0011509289,0.0019894477,0.013981089,-0.0069235303,-0.0106476145,0.0008007904,-0.0005764734,0.00019729456,-0.00169961,0.0068612495,0.0015197011,0.0063111833,-0.0008383845,-0.004969551,-0.0030236572,-0.0092922,-0.0023592922,-0.013467212,0.0031582506,0.004972482,0.00051997724,0.0034430984,-0.0040580505,0.003606867,0.0052870405,0.00019609266,0.0034240652,0.023442818,-0.013478456,0.0016647025,0.0025093223,0.0033859068,-0.026474051
EEF1A1,0.017514696,-6.654407e-05,-0.003680166,-0.004645901,0.003702921,0.011881197,-0.002359151,0.0005298518,0.0030972445,0.013929648,0.001868356,-0.0077953874,-0.0048682545,0.003026127,-0.0017840138,-0.008281452,0.011393321,0.004600467,0.014445017,-0.01662248,-0.008727303,0.0033201785,-0.00568055,-0.0007803936,-0.0053997384,0.002987022,-0.0010033029,-0.013105438,0.019496262,0.0033475251,-0.0087084975,0.017368942,0.0067613004,-0.0008937853,-0.011751845,-0.0076753576
EEF1DP3,0.0014310947,0.0033777365,-0.0062606856,-0.0010533684,0.0043063024,0.0075484705,-0.0037021902,-0.0055994764,-0.00084074115,0.0028675357,0.00335039,-0.0006126007,0.005623289,-0.0043590926,0.0031651778,0.00034500466,0.0044486164,-0.0008493505,-0.0063850814,0.002821197,-0.0044145416,0.0033859794,-9.591037e-05,0.00036227913,0.0013483146,-0.0009777602,-0.0032809132,0.005436834,-0.0007910668,0.000974597,0.008092212,-0.0037039288,-0.00049789017,-0.0024125548,0.0025290349,-0.009537227
EEPD1,0.002525631,0.0037456944,-0.005586066,-0.002999338,-0.001319124,0.010394153,-0.0050310018,-0.0070010177,-0.002236454,0.002407883,0.0027898604,-0.0028739278,0.00045996835,-0.0013664133,0.0067869355,0.0015625862,-0.0013356784,-0.006463794,-0.0051019024,-0.0007201576,-0.005361937,0.0016601055,-0.00052265497,-0.002986312,-0.004231352,0.003340946,0.0007400048,0.0040474343,-0.0008610888,-0.005196753,0.01292115,-0.006010394,-0.0018143471,0.00024895923,0.00018688968,-0.0125952875
EFCAB13,-0.0010438242,0.004163322,-0.005502508,-0.0029848323,0.0022414136,0.0041703475,-0.0026241275,-0.0062027522,-0.0018554651,0.0024006166,0.001136503,0.0024660616,0.0062856306,0.00046598553,0.0064443015,0.00086994213,0.0012271708,-0.0017986489,-0.0069096247,-0.002251726,-0.004806359,-0.0007149398,0.0006706176,-0.0014319152,-0.00039339764,-0.002429124,0.0008147409,0.0027032897,-0.0020957817,0.00088730914,0.008078251,-0.0057952562,-0.00011809645,0.0017608172,0.0013369584,-0.013672127
EFNA5,-0.004688496,0.009352529,-0.008396381,0.00045897326,0.011376542,0.0034047568,-0.008320957,-0.008760921,-0.0034828596,0.006948029,-0.003907777,-0.0018065831,0.011483186,-0.0052342257,0.01726388,-0.0021573575,-0.004656857,-0.006179664,-0.0075655147,0.0006462402,-0.0139829125,-0.0050590294,0.003921471,0.002841475,3.960484e-05,0.002032659,0.00088643935,0.019180823,-0.0014423475,0.021391798,0.011012809,-0.010413292,-0.003377784,0.004403787,-0.009437862,-0.016513338
EFNB2,-0.001782541,0.0049911407,-0.004450121,-0.0025283785,0.007621128,-7.033196e-05,-0.0040656826,-0.0038162547,-0.001447794,0.0018425849,0.0008417378,-0.00022722324,0.0053571747,-0.0006078375,0.0056199217,-0.00095210253,0.0046580466,-0.002995901,-0.007140098,-0.0033413742,-0.0025406498,0.0031675408,0.00040643752,-0.0033334321,0.0025697711,-0.0017989955,0.0024432796,0.0043529766,-0.00077334815,0.012345185,0.00029587856,-8.464705e-05,0.0036493032,0.0007380733,-0.0016682186,-0.0040580053
EGFEM1P,-0.0009929093,0.0043497356,-0.008281754,-0.0005757204,-0.0005405697,0.014486068,-0.004184148,-0.01621661,-0.00082946394,-0.0006923785,-0.0005406847,0.0029358175,0.0052778022,-0.00011803258,0.010839247,-0.00064836285,-0.003823944,-0.0021821677,-0.011112353,0.0021091849,-0.0116818305,-0.0015794854,-0.00021113636,0.0019280353,-0.0010049811,0.0008400483,0.00083010603,0.009752699,-0.0020649014,0.002525228,0.027510153,-0.015846156,-0.0020368812,0.0030602256,0.003766751,-0.031518724
EGFLAM,-0.0016910982,0.004678364,-0.0035118018,0.0028359457,0.002669053,-0.0053085904,-0.0007299872,-5.564702e-05,-0.0005902988,-5.2521766e-05,0.0019762588,0.0017996765,-0.00013164022,-0.0009057594,0.0030504537,0.00069105206,-0.0031728079,-0.0047845687,-0.0007954325,0.0005694335,-0.00996782,0.00022118154,0.0040576435,-0.00027313977,-0.0042008716,0.0058377287,0.00044645485,0.0058769174,-0.0055341497,0.009662063,-0.004271141,-0.0030476914,-0.0042949123,0.00014007885,-0.009954519,0.0041676303
EGFR,-0.0006022529,0.0012378956,-0.005700586,-0.0014541546,0.0033106068,0.0035129485,-0.0029489168,-0.004965083,0.0029723756,0.0040122764,0.004938279,0.0029268297,0.0042417324,0.0005806695,0.0017420838,0.0003379675,0.0027219476,-2.453781e-05,-0.009302749,0.0022207594,-0.009521687,0.0021599696,0.0048544253,0.0005551582,-0.00039616472,-0.003091474,-0.0011138837,0.0072316523,0.00025601877,0.0016545554,0.0070031947,-0.0060861968,0.0026966878,7.685331e-05,-0.0009100214,-0.0064097987
EGR3,-0.0011585852,0.0017011957,0.004442389,-0.00016632398,0.0029540537,-0.0029294814,0.00097087654,0.0034675319,0.0012242754,0.0013677344,0.0018600959,0.003099011,0.0027909707,0.0027453324,0.004091889,0.0030153138,-0.0013843502,0.0042174077,0.00054172985,0.0018439702,0.0025871315,0.00010916016,7.539048e-05,0.0035212405,-0.00038427173,-0.0016861458,-0.00063467474,0.0032298083,-0.0014251544,0.0027257819,3.4584427e-05,-0.0008900687,-0.0006964383,-0.0007041495,0.002554374,0.00078216085
EHF,0.006370018,-0.0012681957,-0.002583941,-0.00031396333,-0.003870549,0.008025052,-0.0017179403,-0.009788117,-0.000349342,0.0038423906,0.0019981023,0.0009884192,-0.0011302502,0.0020879305,0.00236531,-0.0017618425,-0.0006412185,0.00013060888,-0.0018514603,0.000101864964,-0.0012093388,-0.0013459908,-0.0007786721,0.0011358134,0.0002154288,-0.0002868673,-0.0020517784,-0.008478532,0.0032568092,-0.0020697585,0.004206537,0.0008498541,-0.0015185897,0.0010544679,-0.00089743495,-0.0046575535
ELAVL2,0.00063018413,0.0048437654,-0.0033525282,-0.00014418439,0.0017650238,0.0073252013,-0.0042692763,-0.00684186,0.0002583778,0.0013798532,-0.0016126103,0.0011252104,0.006238202,0.0038575472,0.009137847,-0.0011209786,-0.004359136,-0.0039915633,-0.011064587,0.0057103233,-0.0056807515,-0.0062824944,0.002234067,0.0015320625,-0.0029107018,0.0023213779,0.0019212074,-0.00048151362,-0.0017783629,9.3990915e-05,0.015902495,-0.004330166,-0.0033807603,-0.00018065608,3.5987647e-05,-0.017223928
ELAVL4,-0.00054969394,-0.0003775741,-0.0010293962,0.0010940395,0.0011893499,0.00036700265,-0.0014627232,0.00023143341,-0.0033070515,0.0022607152,-0.004820377,-0.00073795835,-0.002588806,0.0018922881,-0.00082079874,-0.0027252848,-0.0025455449,-0.0008960296,-0.0072434987,0.0022565748,-0.004892588,0.0032555114,0.000989747,0.0032788792,-0.0038982565,0.0037455186,0.0017807267,0.00058432564,-0.003267789,0.0055559366,0.00082382816,-0.0049479776,0.002622421,0.00074662996,-0.0062425267,0.0003211695
ELF1,-0.006092543,0.008614641,-0.0048150304,-0.0058909706,0.017335182,0.00747399,-0.0026899066,-0.007878901,-0.00368092,0.0018553289,-0.0014389256,-0.0029947103,0.010257177,0.0012988431,0.013860998,-0.002610175,-0.004013259,0.0035035051,-0.010083076,0.0020891244,-0.009713034,-0.00023155354,-0.0024943214,-0.0014329951,0.002509023,-0.0022058727,-8.66967e-05,0.015598616,-0.0013703991,0.01440292,0.017541718,-0.00684326,0.0036276025,0.0022893057,0.0015142268,-0.018661164
ELMO1,-0.0015841017,0.004271105,-0.0060924925,0.002282347,0.0053804615,0.006123182,-0.005534129,-0.008364165,-0.0009247641,0.00030781745,-0.001912545,0.0021247459,0.0076466505,-0.00015949651,0.003063035,-0.0027319517,-0.001182737,-0.0035671797,-0.0059947656,-0.0014106265,-0.004966979,0.0023350832,0.0019989668,-0.0027059696,0.003152577,0.0016711283,0.008147955,0.0060804966,-0.0009484175,0.00961093,0.008120724,-0.009133825,-0.0009833978,0.0002964403,-0.0015126899,-0.014922439
ELP4,-0.0007046552,0.0046915915,-0.006484214,-0.0020538585,0.0037524903,0.01458796,-0.004346218,-0.013438301,-0.0014678068,0.0062593943,0.0011631317,9.542086e-05,0.0066024945,-0.0018744951,0.009081962,0.001756927,-0.003505069,0.0052193385,-0.010919697,0.0016866258,-0.0082554165,-0.0034876696,-0.0026739542,0.00037407604,-0.0014196291,-0.002611032,-0.0024202035,0.0052356687,0.00075130595,0.0064143674,0.024249632,-0.012205931,0.0013141586,0.0036473672,0.0005728204,-0.027247854
EMCN,-0.0027514226,-0.0047245566,0.001755041,0.00027002685,-0.0035526117,0.0016260527,-0.0018471825,-0.0017779251,-0.0054923617,-0.002694208,-0.0018282036,0.011027376,-0.001447133,-0.0065137404,-0.0028822662,-0.0006255577,-0.0011586704,-0.011861646,-0.0021674954,-0.004344658,-0.0016480393,-0.0014497859,-0.0027393291,0.003319113,-0.005498475,-0.0020936565,0.02088109,0.0049116984,0.003098602,0.00061135646,-0.0030798174,-0.0024972241,0.003446011,-0.0030699165,-0.0005320769,-0.0022359998
EMX2,0.0038089743,0.0029215831,-0.0028595156,0.0003089441,0.0033350957,0.002643199,-0.0024036078,-0.0034019675,-0.0024172477,0.00043218862,-0.00026192114,-0.0023004434,0.0017823515,0.002969289,0.0020562331,-0.002756373,-0.00056529255,-0.0018568421,-0.0019962995,0.0012523596,-0.0024897815,-0.0013016284,-0.0014448516,0.0020386863,0.00077503105,0.004737412,-0.002827836,-2.3959241e-05,0.0029487822,0.0017258317,-0.00078577467,-0.0028075275,0.00071485434,0.0019097308,-0.0014567542,-0.0023252782
ENDOG,0.0007452594,-0.00014357507,0.0011435018,0.00039027384,-0.0014199488,0.0013369463,0.00038766395,0.0013234273,0.00023040352,-0.0012601074,-0.0011813034,-0.0013872384,-0.00032761446,-0.00010295806,0.001290057,-0.00092077267,-0.0011592594,-0.0015871642,-0.00021742139,0.0036036896,0.00048407924,-0.0046173846,0.0006897002,0.0048824335,-0.0017178992,0.007435427,0.00031018537,-0.0030211573,0.0008636247,-0.0022324235,-0.0017347172,0.0006107159,-0.00064649864,-0.001369146,0.0016396636,0.00055552606
ENOX2,-0.0011909541,0.004744721,-0.002871637,0.0008713298,0.0031763893,0.003878155,-0.0033200486,-0.004551164,-0.0033380664,0.002888758,-0.0022369479,-0.003879249,0.008948643,0.0024021978,0.005996976,-0.0042626266,-0.0016206127,-0.005187972,-0.0037190162,0.0023310378,-0.0019475465,-0.0038346187,0.0016269811,-0.00091848144,0.004313158,0.002806846,-0.0021746464,0.0038947717,-0.0018960659,0.0028671501,0.0056983056,-0.005519674,0.0013121014,0.0040831063,0.0012794846,-0.011073071
EOMES,-0.000286544,0.001371473,0.002287928,0.0027241886,0.011375535,-0.005083127,0.0068171374,0.001887568,0.0014026721,0.0030219483,-0.0010059067,0.0032902216,0.0066897497,0.00257931,0.004405771,-0.0005652578,-0.00097249774,0.004804122,-0.0009907043,0.00078520825,0.006188584,0.0014140317,0.001929956,0.00078318734,0.006943553,0.0025278006,0.00062752765,0.0064556077,0.0026265646,0.016013552,-0.009763194,-0.0024436035,-0.00066445343,0.004619312,0.002585379,0.008523416
EPAS1,-0.0025935005,-0.0023671258,-0.0058025974,0.0032897487,0.011489978,-0.005214986,0.0013463212,-0.00097250333,-0.0045686155,-0.0017254294,-0.0040518898,-0.003058606,0.0048830165,-0.002254755,0.005711122,0.00048422648,-0.006159476,0.00375877,-0.00083457207,-0.0019209802,-0.011923792,-0.0008847044,0.0020328648,-0.0025777852,0.0028832492,0.0022581688,0.0019111213,0.013796583,-0.0025603168,0.004258334,-0.0045319013,-0.005490042,-0.0012518886,0.0011919667,-0.0032133246,0.0022977681
