,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
SLC25A21,-9.1215995e-08,0.008585991,-0.0105867535,-0.0025007562,0.0053474074,0.013059935,-0.008975185,-0.011311862,0.002522418,0.0025685073,0.0018113209,0.0018730679,0.011808065,-0.001336805,0.013038903,0.0021780515,-0.007246964,-0.0018388791,-0.009621861,-0.0029333774,-0.013289434,-0.0024548466,-0.001773712,-0.0003194608,0.0020066767,-0.0044963337,-0.005775625,0.005114736,-0.001883705,0.0030535597,0.023091253,-0.010352697,0.0023946383,0.001176174,-8.847687e-05,-0.026690913
SLC25A23,4.9316284e-05,0.001334415,-0.0010399832,0.0005881485,0.0035139774,-0.0013648972,-0.0017884806,-0.00033021093,-0.000616306,0.00052777294,-0.0031588366,-0.00018778055,0.0030173208,-0.0006602483,0.0051508127,-0.0021081131,0.001998103,0.0016497482,-0.00051385467,0.0012477852,-0.000742289,-0.0015536207,-0.00030713904,-0.0007846194,0.0015806525,9.993358e-05,-0.0015173064,0.0018236741,-0.00036391083,0.001791763,-0.0052205087,0.0010211839,-3.8986305e-05,-0.00022681427,-0.003884103,-0.00064529915
SLC25A48,-0.0012108368,0.0027645414,0.00056410447,-0.0013360744,0.003076507,0.0011365528,-0.00038149348,0.0002952035,0.00029881648,0.0036400317,0.00023114165,-0.0016723699,0.002151665,-0.003320037,0.0022954838,-0.00013918734,-0.006075068,-0.0038866505,0.0016648663,0.0030608252,0.0020749776,0.0029282172,-0.0012897308,-0.003405622,-0.0063583497,0.003619854,0.0055551976,0.0032530755,0.005279929,0.008248496,-0.004552498,-3.6168938e-05,-0.00057798036,0.0061500203,-0.00022886063,0.0026309553
SLC27A6,-0.00060737523,0.00024710593,-0.0008889001,0.0020958334,0.0031284422,-0.0005434433,-0.0012358995,-0.00229548,-0.0009359579,0.0030937463,0.0047803367,-0.009690406,0.0024835018,0.0001355422,0.006205749,-0.0063786525,4.4871038e-05,-0.00532037,-0.002235659,-0.003780285,-0.0036977443,-0.002895998,-0.004401818,-0.0005791671,0.003277506,0.003522884,-0.00033758127,0.004723152,0.0040778746,-0.00098047,-7.9729296e-05,-0.0047883918,-0.0017142853,0.0026223063,0.0030612033,-0.0054365876
SLC2A13,0.0008001407,0.0037331535,-0.007058894,-0.002816072,0.0050857207,0.012347628,-0.0069035674,-0.009884394,-0.00027233924,-0.0019721007,-0.0055792364,0.0001827291,0.00034453176,0.0009822663,0.007377255,-0.0015406787,0.001417247,-0.0021578108,-0.0074949334,0.0013959279,-0.0090644555,-0.0017125082,0.0013064675,0.0037610466,-0.0018045028,-0.0021008053,0.0018369759,0.009280539,-0.0016436884,0.0038984572,0.018185787,-0.0115097,-0.00062122836,0.0013184303,0.0014815711,-0.019787878
SLC35F1,-0.0030517178,0.0052724206,-0.0058174743,-0.0022315823,0.0033376531,0.0043112934,-0.0029355905,-0.0072900215,-0.0021991157,0.006707865,-0.0031955657,0.0016631095,0.0045407936,-0.00030251322,0.009562167,-0.0031144172,-0.0031003573,-0.0018399318,-0.0067268154,-0.0027671782,-0.0048128474,-0.0010221978,0.0036569743,-0.0005780136,0.0060137613,0.00019735239,-0.0020644725,0.011248252,-0.0026956399,0.0063976557,0.010051838,-0.00463348,-0.00092733774,0.0077082706,-0.0022951872,-0.010917469
SLC35F3,0.0009842475,0.0040499726,-0.004462463,-0.0043239053,0.003067184,0.007901315,-0.0061715143,-0.007765885,-0.0015271016,0.000576639,-0.0026449533,-0.0032053925,0.0012211766,-0.004904108,0.009991416,-0.0008651198,-0.0024763735,-0.0004422901,-0.008065071,0.0023954294,-0.0038265307,-0.0020219542,0.005227675,0.0023255153,-0.0015813916,-0.004963603,-0.00041243856,0.009550834,0.00025977686,0.0026781901,0.015145354,-0.0043979385,-0.0018624333,0.0009227157,-0.0065302355,-0.013620067
SLC35F4,-0.004579593,0.0023167941,-0.0022506963,-0.0030411244,0.0042711874,-0.0024691687,-0.0013540154,-0.003924772,-0.00054575066,0.00026690686,0.00028718688,-0.0008850912,0.002693169,-0.0022886263,0.001197616,-0.0006804538,-0.004405924,-0.0035022069,-0.004078899,-0.0017058671,-0.002909877,0.0034654364,-0.000639857,-0.006693566,0.0018838908,-0.0065730573,0.0018604138,0.003374932,-0.0035460435,0.008142101,0.003830171,-0.008287117,-3.4753633e-05,0.0006173476,-0.0011604489,-0.0027168288
SLC39A11,-0.0016642951,0.005155985,-0.0038695594,0.00061394385,0.004468257,0.007163622,-0.0024974255,-0.0073396713,-0.0010589556,-0.002541835,-0.0031339948,-0.0023898014,0.00199865,0.0014316861,0.0075420286,-0.001955108,-0.0009931864,-0.0016495073,-0.002126272,-0.00045468292,-0.0071786367,0.0015109464,0.002770708,0.00023843489,0.0019518634,0.002091212,-0.0003656601,0.004997004,0.0014173149,0.0017207873,0.016042544,-0.0112515995,0.0012565315,0.0030254612,0.0028004306,-0.015048137
SLC39A12,-0.0011994125,0.00015418438,0.0050372374,0.00016038155,-0.00045721862,-0.0029166788,0.0031594438,0.0008939472,-0.0011210056,0.005671506,-0.0009613507,0.005217107,-0.0025413018,0.0054198494,0.002989651,3.6249472e-05,0.0015356886,0.007598793,-0.00014400623,0.0067110374,0.0062906398,-0.0011114272,-0.0017738908,-0.0042110826,0.0035166496,-0.0038978138,-7.566207e-05,-0.0003780362,0.002958409,0.002409442,5.134733e-05,0.00060200086,-0.00024938118,-0.0011937252,0.004130276,0.00028688397
SLC40A1,-0.0034180437,0.0019135057,-0.0034217827,-0.0005944311,0.00641383,-0.0042721564,0.0007171246,-0.0017781538,-0.002718993,-0.0032708773,-0.0024872941,0.008808235,0.0010688428,-0.0028557028,0.00031496305,0.00024995508,-0.004782913,-0.005699132,-0.0047756573,-0.0015059693,-0.0008590448,-0.002987084,-0.005465388,0.0012934373,-0.00048121557,-0.002635053,0.019595386,0.0015532479,0.004476801,0.011954887,-0.0051881964,-0.0018094692,0.003909662,-0.0055381,5.935507e-05,0.005255862
SLC44A5,0.00017511404,0.0046290653,-0.00725063,-0.0024069434,0.0023175098,0.008942599,-0.0048643667,-0.00927607,-0.0014965337,0.0048667104,-0.0004886006,-0.002614959,0.007213431,0.0031301798,0.008265783,-6.712022e-05,-0.0032510099,-0.004088214,-0.005887214,0.0015852845,-0.010183469,-0.004867842,0.0042598075,0.0031621053,-0.00063170143,0.0021502012,0.0014970319,0.004491668,-0.0018334655,-0.00051769643,0.014197668,-0.007999785,0.00046358665,0.0032800229,-0.0015612663,-0.018191563
SLC4A7,-0.0018926633,0.005735104,-0.0040217675,-0.0006190762,0.0038512568,0.0074745147,-0.0053790947,-0.009558427,-0.0009461627,0.0091497125,-0.00235252,0.0015385019,0.0074697398,-0.0015741887,0.010639548,0.0023169979,-0.0063449573,-0.00066983403,-0.002965463,-0.0047878004,-0.008426553,-0.0036007874,-0.0055729235,-0.0026981775,0.00040309192,-0.0029795226,0.0011598663,0.009059187,-0.0007953374,0.005620497,0.010238746,-0.009264903,0.0046018506,0.0020489946,-0.0058714324,-0.017071279
SLC6A12,-0.0020924143,-0.0012973179,-0.0016016794,-0.0008653513,-0.00088564155,-0.0021608816,0.0008479742,-0.0012466817,0.0009595255,0.00045466336,0.001862531,0.0020049745,0.0008029243,-0.002619141,-0.00052260514,0.0011996276,0.00035990856,0.0016636848,0.00054534926,-0.0048598573,-0.0018629923,0.0035253884,-0.00074626564,-0.0049557704,0.0016257149,-0.005949674,0.000353099,0.0019129524,-0.0026501839,0.0021668044,-0.00087836577,-0.0015373633,-0.0001643031,0.001512277,-0.0015530812,-0.0020222636
SLC6A17,-0.0059174136,-6.694742e-05,0.0006734983,-0.0016148787,-0.0043782718,-0.004746266,0.00086149696,-0.007364401,-0.002590813,0.0011659113,-0.0013267602,0.00034329863,0.0049113184,0.00028326703,0.0014930931,-0.0022659516,-3.435218e-05,-0.0011386119,-0.0060347137,-0.0013798134,-0.010146758,-0.00362439,-0.0019463289,-0.007455818,0.00051463174,-0.00539969,-0.004161702,-0.0019999421,0.0025880157,-0.0024075143,0.005705959,0.012174222,0.00950467,-0.003099313,0.011923869,0.004575904
SLC8A1,-0.003474134,0.0038110418,-0.00498235,0.0015561344,0.0033803096,0.0020341636,-0.00090811175,-0.0054226154,0.00055447983,0.00075274054,-0.002664832,0.005826929,-0.0012814668,0.0001964673,0.01055574,-0.002111164,-0.0028553104,-0.004195482,-0.004762092,-0.0022388522,-0.00989238,0.002312596,0.00043562023,0.0016067681,-0.0032098226,0.00060024427,0.0050585913,0.006087888,0.001704157,0.012058234,0.0011611137,-0.0074491412,-0.0016260264,0.0037559008,-0.0007548187,-0.003118945
SLC8A3,-0.0030618794,0.0015456409,0.0006053686,-0.0015401668,0.0051458306,-0.0035740514,-0.0010579303,0.00023864336,-0.0028980705,0.00092156115,-0.00044199594,0.00089275657,0.0036464895,0.0009475628,0.003401946,0.00027755677,0.0013282485,-0.0026598044,0.0019873173,0.0048928773,-0.0006508018,0.0011786914,-0.002427194,-0.001714334,0.0038268596,-0.0044579003,0.005016483,0.0034240105,-0.0065705897,0.013434321,-0.005416284,0.001646244,8.932804e-05,-0.0011486565,-0.0049043437,0.006960771
SLC9A3R2,-0.00028497737,0.0015087224,-0.0013545314,-0.00022816204,-0.0016354986,-0.00024188333,-0.00082849123,0.00032635668,0.003636877,0.002675724,0.0029001574,-0.0011107225,-0.0016210694,0.00052288175,-0.0004833486,0.0013220961,-0.00028324235,0.00058997987,-0.0011540529,-0.0007044124,-0.00063212303,0.0028478908,-0.0024771004,-0.00066488405,0.00022904818,-0.0013666432,0.0002913603,0.0028590767,-0.002619865,-0.00034354575,-0.00022190635,-0.0038067854,0.0009543189,0.0018530696,-0.0022903609,0.0008380952
SLCO2B1,0.0013478949,-0.0019401101,-0.002459691,-0.0005791795,-0.0036825682,0.00215119,-0.0015966919,-0.00088589406,0.0045376914,0.006630024,0.0018764385,-0.002872979,-0.003384231,0.0066039837,-0.008920494,0.00076949294,0.0014695758,-0.005241831,-0.005879211,0.0013263847,-0.0045371116,-0.0046344525,0.0039415336,0.006794907,-7.6217504e-05,0.007762983,-0.0038061894,0.004948523,0.0012640657,0.0013658723,-5.696305e-05,-0.009444026,0.002733602,0.008044171,-0.0041016843,-0.0018084472
SLCO3A1,-0.00090821215,0.0024335906,-0.0051014903,-0.0017687724,0.0028450657,0.006598553,-0.002954783,-0.00828287,-0.0050879824,-0.00047148438,-0.0014671516,-0.0003883069,0.0076853964,-0.0031734733,0.006182154,-0.0041944846,0.0015818905,0.00083584955,-0.0057211565,0.004474004,-0.0070446846,-0.00066528335,0.004575221,0.00058452936,0.0035699971,0.0012220157,0.0019222198,0.007231771,-0.003849323,-0.0009626575,0.015373178,-0.008794974,-0.0006423317,0.00019209782,0.0006784113,-0.017607952
SLIT2,-0.011282274,0.011501477,-0.0032939601,0.0046945866,0.018267618,-0.013497929,0.0022115193,0.001056991,-0.0013737321,0.0011160038,-0.007294903,-0.0010671755,0.014719323,0.0025037488,0.020987174,-0.0013317572,-0.0040513687,-0.0007423938,-0.011982605,-0.0023017703,-0.005296176,0.0021300293,0.0030199562,0.0054737027,0.00032911365,-0.0013435434,0.011026645,0.020116493,-0.005232874,0.03359686,-0.017231664,-0.0051028975,-0.0066174446,0.005887262,-0.009541175,0.013081127
SLIT3,-0.0019617463,0.0046509067,-0.0030621483,0.00037485018,0.0072663454,6.320483e-05,-0.0024270643,-0.003232546,0.004569527,0.00461974,0.0024264304,-0.0004940329,0.007197423,-0.00059464335,0.0072984183,-0.0009574809,-0.00018874636,-0.0015482145,-0.0043774266,0.0032774357,-0.003613232,0.00032086196,-0.0044487608,-0.00360375,-0.0030003325,0.0054943175,0.0070946915,0.008824034,0.005262451,0.006892689,0.0006038596,-0.0063957763,0.0013886102,0.0051290705,-0.0062990496,-0.0031448791
SLMO2-ATP5E,0.00078698684,-0.0029107023,0.000107496904,-0.00086818036,-0.00017271216,0.00023159574,0.0008702008,0.0015299174,0.00018876999,0.0010883749,0.00066812,0.0015047247,-2.7786686e-05,-0.0045317397,-0.0034113629,-0.0009813147,0.0005854913,-0.0004978205,0.0006652128,-0.0022912035,0.0017771219,0.0036160606,-0.00139076,-0.004899792,0.0027951794,-0.0057408377,0.001152376,0.002518416,-0.0023443853,-2.515479e-05,0.000891596,-0.002464392,0.0017406974,0.0013124391,-0.00032021763,0.002565906
SMAD3,-0.00492802,0.0061866813,-0.016126035,0.0032830592,0.025677439,-0.0035699927,-0.004489332,-0.004742515,0.0017374046,0.0042540445,-0.005808696,-0.0014704386,0.015535289,-0.006334829,0.013678703,0.0005851625,-0.010605888,-0.0031748253,-0.01540152,0.0032664374,-0.016782194,0.006802575,0.0021289173,0.0032662791,-0.0002964914,0.0037612761,0.0048926165,0.021946607,-0.008937979,0.023351928,0.0047760825,-0.01029777,0.0014355925,0.00075784593,-0.0073160296,-0.011815805
